"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;8395416;0.006;32.62;54.15;2.988;4.1;230.3;5.2;0.0;50.01;0.03;0;0;0.00003;-0.97412;
1111 1111 0000 0000;8403456;0.006;32.62;54.18;2.987;4.0;230.5;5.7;0.0;50.02;0.02;0;0;0.00003;-0.97528;
1111 1111 0000 0000;8405487;0.006;32.52;54.19;2.988;4.2;230.2;5.7;0.0;50.02;0.04;0;0;0.00000;-0.99103;
1111 1111 0000 0000;8413517;0.006;32.16;54.20;2.988;4.1;230.4;5.7;0.0;50.01;0.03;0;0;0.00003;-0.99701;
1111 1111 0000 0000;8416037;0.006;32.07;54.22;2.988;4.1;230.3;5.7;0.0;50.01;0.03;0;0;0.00003;-0.97992;
1111 1111 0000 0000;12977049;0.017;33.75;54.27;2.987;5.1;230.9;11.5;0.0;49.96;0.06;0;0;0.00003;-0.95081;
1111 1111 0000 0000;12979117;0.017;34.20;54.30;2.988;5.4;230.9;11.5;0.0;49.98;0.04;0;0;0.00000;-0.96643;
1111 1111 0000 0000;12981128;0.017;33.65;54.28;2.988;5.1;230.7;11.5;0.0;49.98;0.05;0;0;0.00000;-0.95984;
1111 1111 0000 0000;12985148;0.017;33.65;54.28;2.988;5.4;230.7;11.5;0.0;49.98;0.06;0;0;0.00000;-0.98364;
1111 1111 0000 0000;12987158;0.017;34.11;54.30;2.988;5.4;230.6;11.5;0.0;49.97;0.05;0;0;0.00000;-0.97894;
1111 1111 0000 0000;12989167;0.017;34.20;54.30;2.988;5.1;230.8;11.5;0.0;49.98;0.05;0;0;0.00003;-0.96637;
1111 1111 0000 0000;12991178;0.017;33.75;54.25;2.988;5.3;230.9;11.5;0.0;49.98;0.05;0;0;0.00000;-0.95929;
1111 1111 0000 0000;12993189;0.017;33.75;54.27;2.988;5.3;231.0;11.5;0.0;49.97;0.06;0;0;0.00003;-0.97791;
1111 1111 0000 0000;12995197;0.017;34.21;54.28;2.987;5.3;230.8;10.9;0.0;49.98;0.05;0;0;0.00000;-0.97034;
1111 1111 0000 0000;12997209;0.018;34.20;54.28;2.988;5.4;230.7;11.5;0.0;49.97;0.06;0;0;0.00003;-0.98779;
1111 1111 0000 0000;12999220;0.018;33.74;54.27;2.988;5.1;230.8;11.5;0.0;49.97;0.05;0;0;0.00000;-0.97729;
1111 1000 0000 0000;861;0.000;38.88;50.68;2.988;2.9;231.4;0.0;0.0;50.00;0.01;0;0;0.00003;-0.96295;
1111 1000 0000 0000;2649;0.000;38.90;54.30;2.988;2.8;231.4;0.0;0.0;50.00;0.01;0;0;0.00003;-0.96289;"Walid is great";
1111 1100 0000 0000;4204;0.000;38.89;54.34;2.988;2.8;231.5;0.0;0.0;50.00;0.00;0;0;0.00000;-0.96289;
1111 1110 0000 0000;642010;0.001;33.70;54.31;2.988;5.3;230.8;12.7;0.0;50.01;0.06;0;0;0.00000;-0.98279;
1111 1110 0000 0000;644030;0.001;33.79;54.30;2.988;5.1;231.0;12.7;0.0;50.00;0.05;0;0;0.00000;-0.96277;"Walid is great";
1111 1110 0000 0000;646040;0.001;33.71;54.31;2.988;5.1;230.9;12.1;0.0;50.01;0.06;0;0;0.00003;-0.97302;
1111 1110 0000 0000;648051;0.001;34.25;54.31;2.988;5.0;230.8;12.7;0.0;50.00;0.05;0;0;0.00000;-0.95520;
1111 1110 0000 0000;650061;0.001;34.17;54.36;2.988;5.1;230.6;12.7;0.0;50.00;0.06;0;0;0.00003;-0.97076;
1111 1111 0000 0000;1086924;0.003;33.80;54.32;2.988;5.4;231.1;12.1;0.0;50.01;0.04;0;0;0.00003;-0.96783;
1111 1111 0000 0000;1089026;0.003;33.79;54.27;2.988;5.6;230.8;12.1;0.0;50.02;0.05;0;0;0.00000;-0.98407;
1111 1111 0000 0000;1091025;0.003;33.71;54.28;2.988;5.6;230.6;12.1;0.0;50.01;0.07;0;0;0.00003;-0.97034;
1111 1111 0000 0000;1093035;0.003;33.79;54.28;2.988;5.7;231.0;12.1;0.0;50.02;0.05;0;0;0.00003;-0.95557;"Walid is great";
1111 1111 0000 0000;1095345;0.003;33.49;54.25;2.988;5.6;230.5;12.1;0.0;50.00;0.05;0;0;0.00003;-0.96179;
1111 1111 0000 0000;1097095;0.003;33.80;54.22;2.988;5.7;230.7;12.1;0.0;49.99;0.06;0;0;0.00458;-0.97498;
1111 1111 0000 0000;4113111;0.012;33.57;54.04;2.988;5.6;229.9;9.7;0.0;50.01;0.05;0;0;0.00003;-0.99432;
1111 1111 0000 0000;4115530;0.012;33.78;54.05;2.988;5.7;229.9;9.2;0.0;50.01;0.04;0;0;0.00000;-0.96808;
1111 1111 0000 0000;4118972;0.012;33.49;54.08;2.987;5.7;229.8;9.7;0.0;50.01;0.05;0;0;0.00003;-0.97229;
1111 1111 0000 0000;4120901;0.012;33.57;54.07;2.988;5.4;230.0;9.7;0.0;50.01;0.04;0;0;0.00003;-0.97919;
1111 1111 0000 0000;8149414;0.019;32.41;54.52;2.988;4.2;231.8;4.0;0.0;50.00;0.02;0;0;0.00000;-0.97113;
1111 1111 0000 0000;8151424;0.019;32.41;54.51;2.988;4.2;231.7;3.5;0.0;50.00;0.02;0;0;-0.00003;149.20349;
1111 1111 0000 0000;8153434;0.019;32.87;54.49;2.988;4.4;231.9;4.0;0.0;50.01;0.01;0;0;-0.00003;-0.96307;
