"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;5034229;0.003;33.91;54.64;2.998;6.3;234.7;8.2;0.0;49.98;0.03;0;0;0.00000;-0.96191;
1111 1111 0000 0000;5036214;0.003;33.31;54.62;2.998;6.3;234.9;8.2;0.0;50.00;0.02;0;0;0.00000;-0.96332;
1111 1111 0000 0000;5038214;0.003;33.49;54.61;2.999;6.1;234.6;8.5;0.0;50.00;0.03;0;0;0.00000;-0.98120;
1111 1111 0000 0000;5041245;0.003;32.73;54.64;2.996;6.1;234.9;8.2;0.0;49.99;0.03;0;0;0.00000;-0.99396;
1111 1111 0000 0000;5042845;0.003;33.26;54.67;2.994;6.3;235.0;8.5;0.0;49.99;0.03;0;0;0.00003;-0.97717;
1111 1111 0000 0000;5393360;0.004;33.21;54.56;2.998;6.3;234.0;8.1;0.0;49.99;0.03;0;0;0.00003;-0.98975;
1111 1111 0000 0000;5396291;0.004;33.51;54.56;2.997;6.4;234.3;8.4;0.0;50.00;0.04;0;0;0.00000;-0.99475;"Walid is great";
1111 1111 0000 0000;5397611;0.004;33.24;54.55;2.996;6.4;234.4;7.8;0.0;49.99;0.04;0;0;0.00003;-0.99554;
1111 1111 0000 0000;5399621;0.004;33.23;54.52;2.997;6.3;234.5;8.1;0.0;50.00;0.03;0;0;0.00000;-0.97900;
1111 1111 0000 0000;5402634;0.004;33.01;54.54;2.997;6.3;234.5;8.1;0.0;50.00;0.04;0;0;0.00000;149.24927;
1111 1111 0000 0000;5404581;0.004;33.60;54.57;2.998;6.4;234.5;8.4;0.0;50.00;0.03;0;0;0.00000;-0.96765;
1111 1111 0000 0000;5406591;0.004;33.02;54.54;2.996;6.3;234.6;8.5;0.0;50.00;0.03;0;0;0.00003;-0.98950;
1111 1111 0000 0000;5409161;0.004;33.64;54.62;2.994;6.3;234.8;8.1;0.0;50.00;0.03;0;0;-0.00006;-0.98016;
1111 1111 0000 0000;5411140;0.004;34.21;54.61;2.997;6.3;234.6;8.5;0.0;50.01;0.02;0;0;-0.00003;-0.97089;
1111 1111 0000 0000;5413783;0.004;33.23;54.59;2.997;6.3;234.4;8.5;0.0;50.01;0.03;0;0;0.00000;-0.98364;
1111 1111 0000 0000;5415892;0.004;33.34;54.58;2.996;6.4;234.7;8.1;0.0;50.01;0.04;0;0;0.00000;149.54224;
1111 1111 0000 0000;5417862;0.004;33.93;54.62;2.996;6.3;234.5;8.5;0.0;50.01;0.02;0;0;-0.00003;-0.99731;
1111 1111 0000 0000;5419911;0.004;33.32;54.56;2.997;6.3;234.9;8.5;0.0;50.03;0.03;0;0;-0.00009;-0.96130;
1111 1111 0000 0000;5422822;0.004;33.52;54.60;2.997;6.4;234.6;8.1;0.0;50.01;0.03;0;0;0.00003;-0.98346;
1111 1111 0000 0000;5425004;0.004;33.60;54.58;2.996;6.3;234.6;8.5;0.0;50.01;0.03;0;0;0.00000;-0.99811;
1111 1111 0000 0000;5427176;0.004;33.62;54.68;2.996;6.4;234.8;8.5;0.0;50.02;0.03;0;0;0.00000;-0.97437;
1111 1111 0000 0000;5430210;0.004;32.62;54.65;2.997;6.3;234.6;8.5;0.0;50.02;0.04;0;0;0.00000;-0.98364;
1111 1111 0000 0000;5431595;0.004;33.02;54.60;2.996;6.3;234.8;8.5;0.0;50.02;0.03;0;0;-0.00003;149.41406;
1111 1111 0000 0000;5433572;0.004;33.51;54.61;2.998;6.3;234.6;8.5;0.0;50.00;0.03;0;0;0.00000;-0.98920;
1111 1111 0000 0000;5436532;0.004;32.73;54.62;2.996;6.3;234.8;8.5;0.0;50.00;0.03;0;0;0.00003;-0.99432;
1111 1111 0000 0000;5438231;0.004;33.32;54.58;2.998;6.6;234.7;8.5;0.0;50.00;0.03;0;0;0.00003;148.86475;
1111 1111 0000 0000;5440241;0.004;33.31;54.56;2.998;6.1;234.5;8.8;0.0;50.01;0.02;0;0;0.00003;-0.99432;
1111 1111 0000 0000;5443053;0.004;32.73;54.59;2.996;6.3;234.8;8.5;0.0;50.01;0.04;0;0;-0.00003;148.31543;
1111 1111 0000 0000;5445043;0.004;33.33;54.54;2.997;6.3;234.6;8.5;0.0;50.00;0.03;0;0;0.00000;-0.98846;
1111 1111 0000 0000;5447676;0.004;33.64;54.60;2.995;6.3;234.9;8.5;0.0;50.00;0.03;0;0;0.00000;-0.97223;
1111 1111 0000 0000;5449773;0.004;33.60;54.61;2.997;6.3;234.6;8.7;0.0;50.00;0.03;0;0;-0.00003;-0.97748;
1111 1111 0000 0000;5451773;0.004;33.61;54.53;2.997;6.4;234.5;8.5;0.0;50.00;0.04;0;0;0.00003;148.69995;
1111 1111 0000 0000;5454243;0.004;33.60;54.55;2.998;6.4;234.8;8.7;0.0;49.99;0.03;0;0;0.00000;-0.97168;
1111 1111 0000 0000;5456313;0.004;33.61;54.56;2.997;6.3;234.7;8.5;0.0;50.00;0.04;0;0;-0.00003;149.34998;
1111 1111 0000 0000;5458913;0.004;33.92;54.62;2.997;6.3;234.8;8.5;0.0;50.01;0.03;0;0;-0.00006;-0.98248;"Walid is great";
1111 1111 0000 0000;5460293;0.004;33.59;54.52;2.999;6.1;234.7;9.1;0.0;50.00;0.03;0;0;0.00000;-0.99200;
