"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;20357067;0.460;34.66;55.43;3.001;33.0;236.8;255.1;0.0;49.96;1.82;1;1;0.02747;-0.97241;
1111 1111 0000 0000;20359066;0.460;34.63;55.39;3.001;33.2;236.8;252.7;0.0;49.97;1.80;1;1;0.03204;-0.97339;
1111 1111 0000 0000;20368927;0.461;34.65;55.46;3.001;33.8;236.9;256.9;0.0;49.97;1.84;1;1;0.01373;-0.96960;
1111 1111 0000 0000;20377126;0.462;34.63;55.44;3.003;34.3;236.9;256.8;0.0;49.98;1.83;1;1;0.01831;-0.97205;
1111 1111 0000 0000;20379127;0.462;34.30;55.44;3.001;34.4;236.8;256.7;0.0;49.99;1.85;1;1;0.01831;-0.97375;
1111 1111 0000 0000;20388057;0.462;34.62;55.43;3.003;34.7;236.7;256.0;0.0;49.99;1.83;1;1;0.01373;-0.96893;
1111 1111 0000 0000;20390057;0.463;34.43;55.46;3.001;34.4;236.9;257.5;0.0;49.98;1.86;1;1;0.03662;-0.96985;
1111 1111 0000 0000;20398027;0.463;34.63;55.37;3.002;34.6;236.5;259.2;0.0;49.98;1.86;1;1;0.03662;-0.96912;
1111 1111 0000 0000;20407018;0.464;34.44;55.30;3.000;34.9;236.6;257.2;0.0;50.00;1.85;1;1;0.02289;-0.97253;
1111 1111 0000 0000;20409018;0.464;34.64;55.30;3.001;34.9;236.4;256.8;0.0;50.00;1.85;1;1;0.03204;-0.97522;"Walid is great";
1111 1111 0000 0000;20417562;0.465;34.31;55.32;3.001;35.0;236.6;253.9;0.0;50.00;1.82;1;1;0.03204;-0.98029;"Walid is great";
1111 1111 0000 0000;20438418;0.466;38.52;54.40;2.996;34.9;234.2;37.7;0.0;50.01;0.34;0;0;0.00000;-0.89136;
1111 1111 0000 0000;20448888;0.466;36.65;54.52;2.998;33.8;234.3;62.0;0.0;50.00;0.48;0;0;0.00000;-0.95947;
1111 1111 0000 0000;20457268;0.466;35.52;54.65;2.998;33.4;234.6;79.2;0.0;50.00;0.55;0;0;0.00003;-0.95190;
1111 1111 0000 0000;20459278;0.466;35.50;54.61;3.000;33.2;234.5;89.3;0.0;50.00;0.61;0;0;0.00003;-0.93109;
1111 1111 0000 0000;20467559;0.466;35.26;55.00;3.000;33.1;235.6;170.9;0.0;50.01;1.17;1;1;0.02747;-0.97583;
1111 1111 0000 0000;20470258;0.467;35.02;54.98;3.001;33.0;235.5;175.6;0.0;50.00;1.26;1;1;0.02289;-0.94745;"Walid is great";
1111 1111 0000 0000;20478477;0.467;34.82;55.05;3.000;32.8;235.6;185.3;0.0;50.00;1.27;1;1;0.02289;-0.99176;
1111 1111 0000 0000;20497751;0.467;35.83;54.36;2.998;31.9;233.8;59.7;0.0;49.99;0.35;0;0;0.00000;-0.96277;
1111 1111 0000 0000;20499748;0.467;35.59;54.37;2.998;31.8;233.8;60.4;0.0;49.99;0.38;0;0;0.00000;-0.96472;"Walid is great";
1111 1111 0000 0000;20508277;0.468;34.24;54.49;2.998;31.2;234.1;59.9;0.0;49.99;0.43;0;0;-0.00003;-0.97015;
1111 1111 0000 0000;20510189;0.468;34.03;54.42;2.998;30.5;233.9;59.8;0.0;49.99;0.43;0;0;0.00000;-0.97144;
1111 1111 0000 0000;20518918;0.468;33.81;54.46;2.998;30.6;233.9;66.4;0.0;50.00;0.48;0;0;0.00003;-0.94440;
1111 1111 0000 0000;20527968;0.468;33.55;54.41;3.000;30.5;233.7;68.3;0.0;49.98;0.48;0;0;0.00000;-0.97498;
1111 1111 0000 0000;20538189;0.468;33.90;54.37;2.999;30.0;233.7;67.4;0.0;50.00;0.48;0;0;0.00000;-0.95972;
1111 1111 0000 0000;20548811;0.468;34.02;54.45;2.998;29.9;233.6;76.5;0.0;50.00;0.50;0;0;-0.00003;-0.98010;
1111 1111 0000 0000;20568540;0.469;33.91;54.44;2.998;29.0;233.8;61.4;0.0;49.99;0.45;0;0;0.00000;-0.97845;
1111 1111 0000 0000;20579200;0.469;34.13;54.44;2.998;28.9;233.9;55.6;0.0;49.99;0.43;0;0;-0.00003;-0.97260;
1111 1111 0000 0000;20587840;0.469;33.80;54.51;2.997;28.7;234.2;55.3;0.0;50.00;0.42;0;0;-0.00003;-0.96973;
1111 1111 0000 0000;20589820;0.469;34.02;54.49;2.998;29.0;233.9;56.3;0.0;50.00;0.43;0;0;-0.00003;-0.96271;
1111 1111 0000 0000;20598012;0.469;34.12;54.48;2.998;28.7;234.0;60.7;0.0;49.99;0.45;0;0;0.00003;-0.95880;
1111 1111 0000 0000;20608230;0.470;33.78;54.57;2.999;28.3;234.5;66.8;0.0;49.99;0.48;0;0;-0.00003;-0.97473;
