"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;1882630;0.000;30.27;54.57;2.981;9.2;232.6;1.2;0.0;50.02;0.00;0;0;-0.00003;-0.98193;"Walid is great";
1111 1111 0000 0000;1884610;0.000;29.84;54.62;2.980;9.2;232.4;1.2;0.0;50.00;0.00;0;0;-0.00003;-0.97992;
1111 1111 0000 0000;1887050;0.000;30.28;54.59;2.980;9.2;232.5;1.2;0.0;50.01;0.00;0;0;-0.00003;148.05908;
1111 1111 0000 0000;21645681;0.064;33.58;54.34;2.980;14.2;231.5;20.7;0.0;50.01;0.08;0;0;0.00003;-0.94238;
1111 1111 0000 0000;21647662;0.064;33.66;54.34;2.980;14.1;231.6;20.8;0.0;49.99;0.07;0;0;0.00003;-0.95007;
1111 1111 0000 0000;21653892;0.064;33.66;54.29;2.981;14.1;231.4;20.7;0.0;50.00;0.07;0;0;0.00003;-0.95215;
1111 1111 0000 0000;21655902;0.064;33.14;54.32;2.980;14.6;231.2;20.7;0.0;50.00;0.08;0;0;0.00003;-0.94879;"Walid is great";
1111 1111 0000 0000;21665103;0.064;33.82;54.27;2.981;13.6;231.2;20.7;0.0;50.01;0.08;0;0;0.00003;-0.93750;
1111 1111 0000 0000;21667130;0.065;33.81;54.28;2.980;14.2;231.2;21.3;0.0;50.00;0.08;0;0;0.00000;-0.96448;
1111 1111 0000 0000;21675322;0.065;33.36;54.24;2.981;14.2;231.2;21.9;0.0;50.01;0.09;0;0;0.00003;-0.92444;
1111 1111 0000 0000;21678175;0.065;33.14;54.31;2.981;14.2;231.3;21.9;0.0;50.00;0.09;0;0;0.00003;-0.97076;
1111 1111 0000 0000;23200499;0.074;34.04;54.85;2.981;14.8;233.4;25.0;0.0;50.01;0.11;0;0;0.00003;-0.93378;
1111 1111 0000 0000;23203108;0.074;34.04;54.84;2.981;14.8;233.6;24.4;0.0;50.02;0.11;0;0;0.00003;-0.92786;
1111 1111 0000 0000;23207359;0.074;34.04;54.85;2.981;14.6;233.5;24.4;0.0;50.02;0.10;0;0;-0.00003;-0.95532;
1111 1111 0000 0000;23209338;0.074;34.13;54.86;2.981;14.8;233.7;24.4;0.0;50.02;0.09;0;0;0.00000;-0.94611;
1111 1111 0000 0000;23211350;0.074;34.03;54.84;2.981;14.8;233.5;24.4;0.0;50.02;0.09;0;0;0.00000;-0.92072;
1111 1111 0000 0000;23213579;0.074;33.82;54.82;2.981;14.8;233.6;23.8;0.0;50.02;0.09;0;0;0.00003;-0.93170;
1111 1111 0000 0000;23215558;0.074;34.04;54.84;2.981;14.8;233.4;24.4;0.0;50.02;0.10;0;0;0.00000;-0.96893;
1111 1111 0000 0000;23220450;0.074;34.25;54.83;2.981;14.6;233.5;23.2;0.0;50.01;0.09;0;0;0.00003;-0.93359;
1111 1111 0000 0000;23222459;0.074;34.35;54.84;2.981;14.8;233.6;24.4;0.0;50.01;0.09;0;0;0.00000;-0.94592;
1111 1111 0000 0000;23229168;0.074;34.13;54.84;2.980;14.8;233.7;23.8;0.0;50.00;0.09;0;0;-0.00003;-0.94836;
1111 1111 0000 0000;23231863;0.074;33.59;54.84;2.982;14.8;233.9;23.8;0.0;50.00;0.09;0;0;0.00000;-0.92816;
1111 1111 0000 0000;23233888;0.074;33.58;54.83;2.981;14.9;233.6;23.8;0.0;49.99;0.09;0;0;0.00003;-0.95551;
1111 1111 0000 0000;23236458;0.074;33.36;54.85;2.981;15.1;233.6;24.4;0.0;50.00;0.10;0;0;0.00003;-0.96539;
1111 1111 0000 0000;23240542;0.074;33.36;54.83;2.981;14.6;233.6;24.4;0.0;50.02;0.09;0;0;-0.00003;-0.94965;
1111 1111 0000 0000;23242529;0.074;33.82;54.85;2.981;15.4;233.7;24.4;0.0;50.02;0.10;0;0;0.00000;-0.94714;
1111 1111 0000 0000;647312;0.000;21.01;54.66;2.980;10.7;232.2;0.0;0.0;49.97;0.00;0;0;0.00000;140.93628;
1111 1111 0000 0000;650153;0.000;20.82;54.69;2.980;10.7;232.4;0.0;0.0;49.98;0.00;0;0;0.00000;140.70740;
