"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;913289;0.000;11.62;54.95;2.980;13.6;232.8;0.0;0.0;49.99;0.00;0;0;-0.00009;91.02173;"Walid is great";
1111 1111 0000 0000;8025259;0.015;32.32;55.08;2.982;19.8;234.3;43.6;0.0;50.04;0.18;0;0;0.00000;-0.95172;
1111 1111 0000 0000;28686581;0.197;30.55;54.19;2.980;14.8;230.8;4.7;0.0;50.05;0.02;0;0;0.00000;-0.97400;
1111 1111 0000 0000;28688570;0.197;29.94;54.21;2.981;15.1;230.8;4.7;0.0;50.04;0.02;0;0;0.00003;-0.97614;
