"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;36090672;1.271;33.49;53.50;2.994;17.3;230.4;15.4;0.0;50.04;0.05;0;0;0.00003;-0.95526;
1111 1111 0000 0000;36107405;1.271;34.05;53.45;2.990;17.0;230.4;15.4;0.0;50.02;0.05;0;0;0.00000;-0.96893;
1111 1111 0000 0000;37352779;1.276;33.17;54.19;2.993;14.8;233.1;9.9;0.0;49.96;0.04;0;0;0.00000;-0.96320;
1111 1111 0000 0000;37355526;1.276;33.71;54.19;2.989;14.6;233.2;9.9;0.0;49.96;0.04;0;0;0.00000;-0.98102;
1111 1111 0000 0000;37396245;1.276;33.20;54.12;2.991;14.6;232.9;9.9;0.0;49.96;0.06;0;0;0.00003;-0.98590;"Walid is great";
1111 1111 0000 0000;37398299;1.276;33.24;54.08;2.987;14.4;233.4;9.6;0.0;49.98;0.04;0;0;0.00000;-0.99414;
1111 1111 0000 0000;37400280;1.276;33.69;54.09;2.992;14.6;233.0;9.9;0.0;49.97;0.04;0;0;0.00000;-0.97559;
1111 1111 0000 0000;37416221;1.276;32.52;54.14;2.989;14.8;233.2;9.6;0.0;49.97;0.04;0;0;0.00003;-0.98944;
1111 1111 0000 0000;37418984;1.276;33.54;54.25;2.988;14.9;233.4;9.6;0.0;49.98;0.03;0;0;0.00003;-0.96552;
1111 1111 0000 0000;37420445;1.276;33.71;54.07;2.991;14.6;233.1;9.6;0.0;49.99;0.04;0;0;0.00003;-0.99194;
1111 1111 0000 0000;37422453;1.276;33.82;54.13;2.988;14.5;233.3;9.3;0.0;49.98;0.03;0;0;0.00000;-0.99139;
1111 1111 0000 0000;37425139;1.276;32.78;54.08;2.995;14.6;232.9;9.6;0.0;49.98;0.04;0;0;0.00000;-0.97882;
1111 1111 0000 0000;37427050;1.276;33.10;54.10;2.992;14.8;232.9;9.6;0.0;49.98;0.04;0;0;0.00000;-0.97552;
1111 1111 0000 0000;37429071;1.276;33.11;54.10;2.990;14.6;233.2;9.3;0.0;49.98;0.04;0;0;0.00000;-0.98297;
1111 1111 0000 0000;37465850;1.276;33.70;54.19;2.991;14.6;233.2;9.3;0.0;49.97;0.04;0;0;0.00000;-0.98981;"Walid is great";
1111 1111 0000 0000;37468307;1.276;34.02;54.13;2.991;14.6;233.2;9.0;0.0;49.97;0.03;0;0;0.00000;-0.97760;
