"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;1844257;0.000;30.71;53.83;2.983;8.5;232.5;2.9;0.0;50.01;0.01;0;0;0.00000;-0.97369;
1111 1111 0000 0000;1846257;0.000;31.15;53.83;2.982;8.9;232.5;2.3;0.0;50.01;0.01;0;0;0.00000;-0.99707;
1111 1111 0000 0000;1848496;0.000;30.71;53.81;2.983;8.6;232.4;2.3;0.0;50.01;0.02;0;0;0.00000;148.35205;
1111 1111 0000 0000;1850476;0.000;31.06;53.82;2.983;8.6;232.1;2.3;0.0;50.01;0.02;0;0;0.00000;-0.99237;
1111 1111 0000 0000;1852486;0.000;30.71;53.83;2.982;8.6;232.5;2.3;0.0;50.00;0.02;0;0;0.00000;146.57593;
1111 1111 0000 0000;1854716;0.000;31.15;53.84;2.983;8.6;232.5;2.3;0.0;50.02;0.02;0;0;-0.00003;147.79358;
1111 1111 0000 0000;1857466;0.000;31.30;53.83;2.983;8.8;232.3;2.9;0.0;50.00;0.02;0;0;0.00000;-0.99670;
1111 1111 0000 0000;1859435;0.000;30.94;53.86;2.982;8.6;232.6;2.3;0.0;50.00;0.01;0;0;0.00000;147.42737;
1111 1111 0000 0000;1861445;0.000;31.39;53.89;2.982;8.6;232.6;3.5;0.0;50.02;0.01;0;0;-0.00003;-0.97467;
1111 1111 0000 0000;1863455;0.000;30.93;53.91;2.982;8.6;232.5;2.3;0.0;50.03;0.01;0;0;-0.00003;-0.99915;
1111 1111 0000 0000;1865466;0.000;30.47;53.88;2.982;8.8;232.6;2.3;0.0;50.01;0.02;0;0;-0.00003;149.05701;
1111 1111 0000 0000;1868004;0.000;30.93;53.88;2.982;8.6;232.7;2.3;0.0;50.02;0.02;0;0;-0.00003;-0.96350;
1111 1111 0000 0000;1870125;0.000;30.47;53.86;2.983;8.6;232.5;2.9;0.0;49.99;0.02;0;0;0.00000;-0.98413;
1111 1111 0000 0000;1871895;0.000;30.48;53.84;2.982;8.5;232.5;3.5;0.0;50.02;0.02;0;0;0.00000;-0.98615;
1111 1111 0000 0000;1874197;0.000;30.02;53.83;2.982;8.3;232.5;2.9;0.0;50.01;0.02;0;0;-0.00006;-0.99762;
1111 1111 0000 0000;1876116;0.000;30.48;53.84;2.983;8.6;232.5;3.5;0.0;50.02;0.01;0;0;0.00000;-0.99817;
1111 1111 0000 0000;1878125;0.000;29.92;53.81;2.983;8.6;232.4;2.3;0.0;50.01;0.02;0;0;-0.00003;-0.99359;"Walid is great";
1111 1111 0000 0000;1880717;0.000;30.25;53.83;2.983;8.6;232.4;2.9;0.0;50.02;0.01;0;0;-0.00003;-0.97900;
1111 1111 0000 0000;1882706;0.000;30.26;53.85;2.982;8.6;232.5;2.9;0.0;50.04;0.02;0;0;-0.00006;148.29712;
1111 1111 0000 0000;1884717;0.000;30.16;53.88;2.984;8.8;232.2;3.5;0.0;50.04;0.02;0;0;-0.00003;-0.98950;
1111 1111 0000 0000;1887446;0.000;30.26;53.91;2.982;8.6;232.6;2.3;0.0;50.02;0.02;0;0;-0.00006;-0.97980;
1111 1111 0000 0000;1889425;0.000;30.25;53.87;2.983;8.6;232.7;3.5;0.0;50.03;0.02;0;0;-0.00003;149.89014;
1111 1111 0000 0000;1892095;0.000;30.47;53.88;2.982;8.9;232.7;2.3;0.0;50.02;0.02;0;0;0.00000;-0.96619;"Walid is great";
1111 1111 0000 0000;1894067;0.000;30.01;53.84;2.983;8.6;232.5;2.9;0.0;50.02;0.01;0;0;-0.00003;-0.99084;
1111 1111 0000 0000;1896076;0.000;30.47;53.83;2.983;8.6;232.5;3.5;0.0;50.04;0.02;0;0;0.00003;-0.99353;
1111 1111 0000 0000;1898085;0.000;30.47;53.85;2.982;8.6;232.5;3.5;0.0;50.03;0.01;0;0;-0.00003;149.75281;"Walid is great";
1111 1111 0000 0000;1900327;0.000;30.47;53.84;2.982;8.6;232.4;3.5;0.0;50.02;0.01;0;0;-0.00003;-0.98096;
1111 1111 0000 0000;1902307;0.000;30.47;53.87;2.982;8.8;232.6;3.5;0.0;50.02;0.02;0;0;0.00000;-0.99908;
1111 1111 0000 0000;1904316;0.000;30.47;53.85;2.983;8.6;232.6;2.9;0.0;50.01;0.02;0;0;0.00000;148.42529;
1111 1111 0000 0000;1906555;0.000;30.47;53.88;2.983;8.6;232.6;2.3;0.0;50.02;0.02;0;0;-0.00003;149.62463;
1111 1111 0000 0000;1908558;0.000;30.47;53.87;2.982;8.9;232.7;2.9;0.0;50.02;0.02;0;0;-0.00003;147.30835;
1111 1111 0000 0000;1910557;0.000;30.46;53.87;2.983;8.9;232.5;3.5;0.0;50.01;0.01;0;0;0.00000;-0.96570;
1111 1111 0000 0000;1912776;0.000;30.46;53.87;2.983;8.6;232.7;2.3;0.0;50.03;0.01;0;0;-0.00003;-0.97308;
1111 1111 0000 0000;1915026;0.000;30.47;53.88;2.983;8.6;232.5;3.5;0.0;50.02;0.01;0;0;0.00000;-0.97028;
1111 1111 0000 0000;1919116;0.000;30.93;53.87;2.982;8.8;232.6;3.5;0.0;50.01;0.02;0;0;0.00000;-0.99902;
1111 1111 0000 0000;1921096;0.000;30.46;53.84;2.982;8.8;232.5;2.3;0.0;50.01;0.01;0;0;0.00000;-0.97211;
1111 1111 0000 0000;1923107;0.000;30.47;53.87;2.983;8.8;232.6;3.5;0.0;50.03;0.02;0;0;-0.00003;149.36829;
1111 1111 0000 0000;1925347;0.000;30.71;53.88;2.983;8.5;232.7;2.9;0.0;50.03;0.01;0;0;-0.00003;-0.96338;
1111 1111 0000 0000;1927326;0.000;31.15;53.88;2.981;8.8;232.8;2.3;0.0;50.02;0.02;0;0;-0.00003;146.81396;
