"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;7140298;0.020;34.85;54.02;2.990;17.4;232.5;26.8;0.0;50.01;0.10;0;0;-0.00006;-0.94183;
1111 1111 0000 0000;7142968;0.020;34.87;53.99;2.990;17.9;232.5;26.2;0.0;50.00;0.08;0;0;-0.00003;-0.97003;
1111 1111 0000 0000;7144918;0.020;34.85;54.02;2.990;17.9;232.3;26.2;0.0;50.01;0.09;0;0;0.00000;-0.91821;
1111 1111 0000 0000;7146478;0.020;34.84;53.94;2.991;17.9;232.1;25.6;0.0;50.01;0.09;0;0;-0.00006;-0.97064;
1111 1111 0000 0000;7148827;0.020;34.83;53.90;2.989;18.0;232.1;25.6;0.0;50.00;0.09;0;0;-0.00003;-0.95038;
1111 1111 0000 0000;7150757;0.020;34.88;53.97;2.988;17.9;232.3;25.0;0.0;50.00;0.10;0;0;0.00000;-0.96381;
1111 1111 0000 0000;7152749;0.020;34.95;53.90;2.989;18.2;232.3;25.0;0.0;50.01;0.09;0;0;-0.00003;-0.94397;
1111 1111 0000 0000;7154779;0.020;34.84;53.96;2.990;17.9;232.2;24.4;0.0;50.01;0.08;0;0;0.00000;-0.95685;"Walid is great";
1111 1111 0000 0000;7157291;0.020;34.83;53.97;2.992;18.0;232.0;24.4;0.0;50.01;0.10;0;0;-0.00003;-0.94592;
1111 1111 0000 0000;7158768;0.020;34.94;53.91;2.990;17.9;232.2;24.1;0.0;50.02;0.09;0;0;0.00000;-0.94000;
1111 1111 0000 0000;7160987;0.020;34.84;53.94;2.990;17.9;232.1;23.8;0.0;50.01;0.09;0;0;-0.00006;-0.97144;
1111 1111 0000 0000;7163220;0.020;34.86;54.03;2.989;17.9;232.4;23.2;0.0;50.02;0.09;0;0;-0.00006;-0.92975;
1111 1111 0000 0000;7165209;0.020;34.22;53.91;2.992;18.0;232.1;23.8;0.0;50.02;0.08;0;0;0.00000;-0.95288;
1111 1111 0000 0000;7167209;0.020;34.86;54.07;2.989;17.9;232.5;23.2;0.0;50.00;0.09;0;0;0.00000;-0.96155;
1111 1111 0000 0000;7169208;0.020;34.20;53.97;2.994;18.0;232.1;22.9;0.0;50.01;0.09;0;0;-0.00003;-0.95074;
1111 1111 0000 0000;7171208;0.020;34.95;54.03;2.988;17.9;232.6;22.6;0.0;50.00;0.07;0;0;0.00000;-0.95258;
1111 1111 0000 0000;7174039;0.020;35.15;54.03;2.990;17.7;232.5;22.3;0.0;50.01;0.07;0;0;-0.00006;-0.96277;
1111 1111 0000 0000;7175427;0.020;34.85;54.04;2.989;17.9;232.4;22.1;0.0;50.00;0.08;0;0;0.00000;-0.95502;
1111 1111 0000 0000;7177429;0.020;34.83;53.94;2.991;17.9;232.4;22.0;0.0;50.00;0.07;0;0;-0.00003;-0.92761;
1111 1111 0000 0000;7180169;0.020;34.55;54.00;2.990;17.9;232.4;21.7;0.0;50.02;0.08;0;0;-0.00006;-0.95483;"Walid is great";
1111 1111 0000 0000;7181729;0.020;34.23;54.04;2.991;17.9;232.3;22.0;0.0;50.01;0.08;0;0;0.00000;-0.93146;
1111 1111 0000 0000;7183729;0.021;34.83;53.95;2.991;17.6;232.2;21.4;0.0;50.02;0.08;0;0;-0.00003;-0.93915;
1111 1111 0000 0000;7192657;0.021;34.05;53.94;2.989;17.7;232.2;21.1;0.0;50.01;0.07;0;0;0.00000;-0.95758;
1111 1111 0000 0000;7194669;0.021;33.95;53.90;2.990;17.6;232.1;20.8;0.0;50.02;0.08;0;0;-0.00003;-0.93689;
1111 1111 0000 0000;7197394;0.021;33.71;53.92;2.991;17.1;232.0;20.8;0.0;50.02;0.07;0;0;0.00000;-0.95209;
1111 1111 0000 0000;7199368;0.021;33.64;53.87;2.990;17.6;232.0;20.8;0.0;50.02;0.08;0;0;-0.00006;-0.93518;
1111 1111 0000 0000;7201368;0.021;33.70;53.87;2.992;17.6;231.9;20.8;0.0;50.01;0.07;0;0;0.00003;-0.96442;
1111 1111 0000 0000;7203390;0.021;33.65;53.86;2.989;17.7;232.0;20.8;0.0;50.02;0.07;0;0;-0.00003;-0.94812;
1111 1111 0000 0000;7205609;0.021;34.34;53.96;2.989;17.3;232.5;20.8;0.0;50.01;0.07;0;0;0.00000;-0.95294;
1111 1111 0000 0000;7208182;0.021;33.64;53.89;2.990;17.7;232.5;20.5;0.0;50.00;0.08;0;0;0.00000;-0.94714;
1111 1111 0000 0000;7209589;0.021;34.34;54.03;2.989;17.7;232.7;20.8;0.0;50.00;0.07;0;0;-0.00003;-0.94745;
1111 1111 0000 0000;7211809;0.021;34.25;53.97;2.989;17.3;232.6;20.6;0.0;50.00;0.07;0;0;-0.00003;-0.93884;
1111 1111 0000 0000;7214319;0.021;34.19;54.03;2.993;17.4;232.1;20.6;0.0;50.01;0.07;0;0;0.00000;-0.94739;
1111 1111 0000 0000;7215889;0.021;33.61;54.03;2.992;17.6;232.4;20.3;0.0;50.00;0.07;0;0;0.00003;-0.96808;
