"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;908124;0.000;24.73;54.39;2.984;7.5;233.3;0.6;0.0;49.97;0.00;0;0;-0.00006;-0.99390;
