"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;2346195;0.016;35.24;55.15;2.985;11.6;235.7;41.4;0.0;50.01;0.16;0;0;0.01831;-0.97723;
1111 1111 0000 0000;2365642;0.016;34.96;55.15;2.985;12.0;235.4;42.1;0.0;50.00;0.18;0;0;0.01831;-0.97717;
1111 1111 0000 0000;2367674;0.016;35.23;55.10;2.985;12.2;235.3;42.2;0.0;50.00;0.17;0;0;0.01831;-0.97717;
1111 1111 0000 0000;2371656;0.016;35.06;55.12;2.986;12.3;235.4;42.3;0.0;49.99;0.17;0;0;0.02289;-0.97717;
1111 1111 0000 0000;2373949;0.016;35.16;55.10;2.985;12.2;235.6;42.5;0.0;50.00;0.18;0;0;0.02289;-0.97711;
1111 1111 0000 0000;2375932;0.017;35.46;55.12;2.985;12.4;235.5;42.5;0.0;50.01;0.17;0;0;0.01831;-0.97711;
1111 1111 0000 0000;2377936;0.017;35.28;55.10;2.985;12.3;235.4;42.7;0.0;50.01;0.18;0;0;0.01831;-0.97711;
1111 1000 0000 0000;1399;0.000;40.73;54.48;2.985;5.3;236.2;0.0;0.0;49.98;0.00;0;0;0.00000;-0.96210;
1111 1100 0000 0000;3384;0.000;40.72;55.11;2.985;5.3;236.0;0.0;0.0;49.97;0.00;0;0;0.00000;-0.96210;
1111 1100 0000 0000;9644;0.000;40.71;55.09;2.985;5.3;235.9;0.0;0.0;49.97;0.00;0;0;0.00000;-0.96210;"Walid is great";
1111 1100 0000 0000;11755;0.000;40.70;55.11;2.985;5.3;236.0;0.0;0.0;49.98;0.00;0;0;0.00003;-0.96216;
1111 1100 0000 0000;20620;0.000;40.70;55.12;2.985;5.4;236.1;0.0;0.0;49.98;0.00;0;0;0.00000;-0.96216;
1111 1100 0000 0000;22698;0.000;40.70;55.12;2.985;5.6;236.1;0.0;0.0;49.98;0.00;0;0;0.00000;-0.96210;
1111 1100 0000 0000;30779;0.000;40.70;55.13;2.985;5.4;236.1;0.0;0.0;49.99;0.00;0;0;-0.00006;-0.96216;
1111 1100 0000 0000;33049;0.000;40.70;55.12;2.985;5.6;236.2;0.0;0.0;49.99;0.00;0;0;0.00000;-0.96216;
1111 1100 0000 0000;39935;0.000;40.71;55.11;2.985;5.4;236.0;0.0;0.0;50.00;0.00;0;0;0.00000;-0.96210;
1111 1100 0000 0000;41915;0.000;40.71;55.12;2.985;5.3;236.0;0.0;0.0;50.00;0.00;0;0;-0.00003;-0.96210;
1111 1100 0000 0000;49003;0.000;40.72;55.10;2.985;5.3;236.1;0.0;0.0;50.00;0.00;0;0;-0.00003;-0.96210;
1111 1100 0000 0000;51383;0.000;40.73;55.10;2.985;5.4;236.0;0.0;0.0;49.99;0.00;0;0;-0.00003;-0.96216;
1111 1100 0000 0000;53412;0.000;40.73;55.09;2.985;5.4;236.1;0.0;0.0;49.98;0.00;0;0;0.00000;-0.96216;
1111 1100 0000 0000;59670;0.000;40.75;55.09;2.985;5.4;235.8;0.0;0.0;49.98;0.00;0;0;-0.00003;-0.96216;
1111 1100 0000 0000;61653;0.000;40.75;55.12;2.985;5.3;236.0;0.0;0.0;49.99;0.00;0;0;-0.00003;-0.96210;
1111 1110 0000 0000;63658;0.000;40.70;55.08;2.985;5.4;235.9;0.0;0.0;49.98;0.00;0;0;-0.00003;-0.86395;
1111 1110 0000 0000;70306;0.000;40.72;55.07;2.985;5.3;235.9;0.0;0.0;50.00;0.02;0;0;-0.00006;-0.86444;
