"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;26169091;0.152;36.21;54.55;3.002;30.9;231.1;22.8;0.0;50.00;0.10;0;0;0.00003;-0.96228;
