"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1110 0000 0000;509512;0.010;36.15;36.15;3.008;35.6;229.3;75.1;0.0;50.00;0.32;0;0;0.00000;-0.96918;
1111 1110 0000 0000;511538;0.010;36.14;36.13;3.009;35.7;229.2;73.8;0.0;50.00;0.33;0;0;0.00000;-0.97638;
1111 1110 0000 0000;513537;0.010;35.83;36.09;3.009;35.7;229.3;86.6;0.0;50.00;0.37;0;0;0.00003;-0.96973;
1111 1110 0000 0000;521571;0.010;35.54;36.04;3.009;35.6;229.4;97.7;0.0;50.00;0.42;0;0;0.00000;-0.96503;
1111 1110 0000 0000;523584;0.010;35.55;36.07;3.008;35.7;229.3;93.8;0.0;50.00;0.42;0;0;0.00000;-0.98071;
1111 1110 0000 0000;531623;0.010;35.05;35.92;3.009;35.6;229.1;122.5;0.0;50.00;0.53;0;0;0.00003;-0.96356;
1111 1110 0000 0000;533633;0.010;34.80;35.94;3.008;35.6;229.2;122.8;0.0;50.00;0.53;0;0;0.00000;-0.94324;
1111 1110 0000 0000;535643;0.011;37.11;36.31;3.008;35.4;229.3;31.7;0.0;50.00;0.16;0;0;0.00003;-0.95905;
1111 1110 0000 0000;537653;0.011;37.11;36.36;3.008;35.4;229.2;37.2;0.0;50.00;0.15;0;0;0.00000;149.45984;
1111 1110 0000 0000;539663;0.011;36.82;36.30;3.008;35.4;229.3;42.0;0.0;50.01;0.19;0;0;0.00000;-0.93170;
1111 1110 0000 0000;541673;0.011;36.82;36.29;3.008;35.6;229.3;41.8;0.0;50.00;0.19;0;0;0.00000;-0.93524;
1111 1110 0000 0000;543683;0.011;36.83;36.31;3.007;35.6;229.4;49.9;0.0;50.00;0.20;0;0;0.00000;148.63586;
1111 1110 0000 0000;545696;0.011;36.51;36.21;3.008;35.6;229.3;55.8;0.0;50.00;0.25;0;0;0.00000;-0.92902;
1111 1110 0000 0000;547702;0.011;36.50;36.22;3.008;35.7;229.3;55.3;0.0;50.00;0.26;0;0;0.00000;-0.92395;
1111 1110 0000 0000;549712;0.011;36.51;36.23;3.007;35.6;229.5;64.3;0.0;50.00;0.27;0;0;0.00003;-0.99829;
1111 1110 0000 0000;551722;0.011;36.20;36.17;3.008;35.6;229.4;69.3;0.0;50.00;0.31;0;0;-0.00003;-0.94836;
1111 1110 0000 0000;553732;0.011;36.21;36.18;3.009;35.4;229.3;68.7;0.0;50.01;0.31;0;0;0.00000;-0.94769;
1111 1110 0000 0000;555742;0.011;36.23;36.19;3.008;35.7;229.2;75.7;0.0;50.00;0.32;0;0;-0.00003;-0.99487;"Walid is great";
1111 1110 0000 0000;557755;0.011;35.89;36.10;3.008;35.6;229.3;80.4;0.0;50.01;0.36;0;0;0.00003;-0.95050;
1111 1110 0000 0000;559765;0.011;35.89;36.12;3.009;35.6;229.3;80.2;0.0;50.00;0.36;0;0;0.00000;-0.95026;
1111 1110 0000 0000;561775;0.011;35.89;36.10;3.009;35.6;229.2;87.0;0.0;50.00;0.37;0;0;-0.00003;-0.98779;
1111 1110 0000 0000;563784;0.011;35.62;36.07;3.008;35.6;229.3;91.3;0.0;50.00;0.41;0;0;0.00003;-0.94794;
1111 1110 0000 0000;565794;0.011;35.62;36.06;3.008;35.6;229.2;91.1;0.0;50.00;0.41;0;0;0.00000;-0.95215;
1111 1110 0000 0000;567804;0.011;35.61;36.06;3.008;35.3;229.3;99.0;0.0;50.00;0.42;0;0;0.00000;-0.99347;
1111 1110 0000 0000;570371;0.011;35.47;36.01;3.008;35.6;229.4;107.6;0.0;50.00;0.46;0;0;0.00000;145.59631;
1111 1110 0000 0000;573018;0.011;35.17;36.00;3.008;35.6;229.3;112.2;0.0;50.00;0.49;0;0;0.00000;-0.94238;
1111 1110 0000 0000;575034;0.011;36.90;36.32;3.008;35.3;229.3;37.4;0.0;50.01;0.17;0;0;0.00003;-0.91968;
1111 1110 0000 0000;577044;0.011;36.89;36.30;3.008;35.4;229.3;36.9;0.0;50.01;0.16;0;0;0.00003;-0.91547;
