"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1110 0100 0000;21437136;0.000;17.18;53.41;1.275;26.1;233.2;0.0;0.0;50.01;0.64;0;0;-0.00006;0.00000;
