"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;1802058;0.000;30.28;53.80;2.997;10.0;231.5;2.3;0.0;50.02;0.02;0;0;-0.00003;147.42737;"Walid is great";
1111 1111 0000 0000;1804048;0.000;30.71;53.80;2.997;9.8;231.5;2.9;0.0;50.02;0.02;0;0;-0.00003;-0.97559;
1111 1111 0000 0000;1806720;0.000;30.49;53.85;2.997;10.0;231.8;3.5;0.0;50.01;0.02;0;0;0.00000;-0.99890;
1111 1111 0000 0000;1808700;0.000;30.95;53.88;2.997;10.1;231.8;2.3;0.0;50.02;0.01;0;0;0.00000;147.01538;
1111 1111 0000 0000;958465;0.000;27.87;53.96;2.997;12.0;232.0;0.6;0.0;49.98;0.00;0;0;0.00000;-0.99725;
1111 1111 0000 0000;976104;0.000;28.47;53.92;2.997;12.0;231.8;0.6;0.0;49.98;0.00;0;0;-0.00003;149.43237;
1111 1111 0000 0000;978085;0.000;28.49;53.94;2.995;11.9;232.0;0.0;0.0;49.99;0.00;0;0;0.00000;-0.97620;
1111 1111 0000 0000;983034;0.000;28.47;53.92;2.996;11.7;231.9;0.6;0.0;49.98;0.00;0;0;-0.00003;148.52600;
1111 1111 0000 0000;985015;0.000;28.47;53.92;2.997;11.9;231.9;0.0;0.0;49.97;0.00;0;0;-0.00003;-0.98248;
1111 1111 0000 0000;987026;0.000;27.87;53.94;2.997;12.0;232.0;0.6;0.0;49.99;0.00;0;0;0.00000;146.60339;
1111 1111 0000 0000;996696;0.000;28.47;53.92;2.997;12.0;232.0;0.6;0.0;50.00;0.01;0;0;0.00003;145.29419;
1111 1111 0000 0000;998626;0.000;28.48;53.93;2.997;11.9;231.9;0.6;0.0;50.00;0.00;0;0;0.00000;149.75281;
1111 1111 0000 0000;1012775;0.000;29.08;53.92;2.996;12.0;231.9;0.6;0.0;50.00;0.00;0;0;0.00000;146.01746;
1111 1111 0000 0000;1015427;0.000;28.47;53.91;2.996;12.0;231.8;0.0;0.0;50.00;0.00;0;0;0.00000;147.22595;
1111 1111 0000 0000;1017527;0.000;28.47;53.92;2.997;11.7;231.9;0.6;0.0;50.00;0.00;0;0;0.00003;-0.97058;
1111 1111 0000 0000;1019505;0.000;27.87;53.93;2.997;11.7;231.9;0.6;0.0;50.00;0.00;0;0;0.00003;-0.99347;"Walid is great";
1111 1111 0000 0000;1021525;0.000;28.47;53.90;2.996;11.7;231.9;0.0;0.0;50.00;0.00;0;0;0.00000;147.88513;
1111 1111 0000 0000;1023784;0.000;28.47;53.91;2.997;12.0;231.8;0.6;0.0;50.02;0.00;0;0;0.00000;147.28088;
1111 1111 0000 0000;1027816;0.000;28.46;53.93;2.997;11.9;232.0;0.6;0.0;50.00;0.00;0;0;0.00003;-0.97662;
1111 1111 0000 0000;1030046;0.000;28.75;53.91;2.997;11.7;231.8;0.6;0.0;50.01;0.00;0;0;0.00000;-0.97339;
1111 1111 0000 0000;1032935;0.000;29.37;53.88;2.996;11.7;231.8;0.6;0.0;50.00;0.00;0;0;0.00000;-0.98999;
1111 1111 0000 0000;1034885;0.000;28.76;53.91;2.996;11.9;231.7;0.6;0.0;50.00;0.00;0;0;0.00003;-0.99823;
1111 1111 0000 0000;1036975;0.000;28.16;53.91;2.997;11.9;231.7;0.6;0.0;49.99;0.00;0;0;0.00000;-0.99170;
1111 1111 0000 0000;1038955;0.000;27.55;53.87;2.998;11.9;231.8;0.6;0.0;49.99;0.00;0;0;0.00003;-0.99127;
1111 1111 0000 0000;1043416;0.000;27.26;53.90;2.997;12.0;231.8;0.6;0.0;49.98;0.00;0;0;0.00000;147.11609;
1111 1111 0000 0000;1045397;0.000;27.87;53.88;2.997;11.7;231.8;0.6;0.0;49.98;0.00;0;0;0.00000;148.68164;
1111 1111 0000 0000;1047447;0.000;28.46;53.86;2.997;11.9;231.6;0.6;0.0;49.98;0.00;0;0;0.00003;-0.98938;
1111 1111 0000 0000;1049676;0.000;27.86;53.87;2.997;12.0;231.8;0.6;0.0;49.98;0.00;0;0;0.00000;146.97876;
1111 1111 0000 0000;1055936;0.000;27.87;53.88;2.996;11.7;231.6;0.6;0.0;49.99;0.00;0;0;0.00000;-0.98663;
1111 1111 0000 0000;1057916;0.000;28.47;53.86;2.997;11.7;231.6;1.2;0.0;50.00;0.01;0;0;0.00000;146.19141;
1111 1111 0000 0000;1063055;0.000;28.16;53.86;2.997;11.9;231.6;0.6;0.0;50.01;0.00;0;0;0.00000;-0.98022;
1111 1111 0000 0000;1065586;0.000;28.76;53.88;2.996;11.9;231.6;0.6;0.0;50.01;0.00;0;0;-0.00003;146.21887;"Walid is great";
1111 1111 0000 0000;1067535;0.000;28.76;53.88;2.997;11.7;231.7;1.2;0.0;50.03;0.00;0;0;0.00000;-0.97809;
1111 1111 0000 0000;1069557;0.000;28.76;53.86;2.997;11.9;231.6;0.6;0.0;50.03;0.00;0;0;0.00000;-0.99249;
1111 1111 0000 0000;1073587;0.000;28.76;53.89;2.997;11.7;231.6;0.6;0.0;50.03;0.00;0;0;0.00000;147.75696;
