"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;29053624;0.139;31.68;54.44;3.003;12.0;233.6;5.4;0.0;50.03;0.03;0;0;0.00000;149.11194;
1111 1111 0000 0000;29055623;0.139;31.59;54.41;3.004;12.3;233.4;6.0;0.0;50.02;0.04;0;0;0.00003;-0.98920;
1111 1111 0000 0000;29058423;0.139;31.39;54.39;3.004;12.2;233.4;5.7;0.0;50.04;0.04;0;0;0.00000;-0.99744;
1111 1111 0000 0000;29060425;0.139;31.39;54.34;3.003;12.2;233.4;5.7;0.0;50.03;0.04;0;0;0.00000;149.11194;
1111 1111 0000 0000;29062424;0.139;31.99;54.41;3.004;12.2;233.5;6.0;0.0;50.03;0.04;0;0;0.00003;147.64709;
1111 1111 0000 0000;29064964;0.139;31.39;54.41;3.003;12.2;233.5;6.0;0.0;50.02;0.04;0;0;0.00000;147.50061;
1111 1111 0000 0000;29066962;0.139;31.31;54.53;3.003;12.2;233.9;5.7;0.0;50.02;0.05;0;0;0.00003;-0.98822;
1111 1111 0000 0000;29068964;0.139;30.71;54.49;3.004;12.2;233.5;5.7;0.0;50.02;0.05;0;0;0.00003;-0.99561;
1111 1111 0000 0000;29073564;0.139;31.09;54.51;3.003;12.0;233.7;6.0;0.0;50.03;0.03;0;0;0.00003;-0.97925;"Walid is great";
1111 1111 0000 0000;29075573;0.139;31.68;54.51;3.003;12.2;233.7;6.0;0.0;50.03;0.03;0;0;0.00000;-0.98297;
1111 1111 0000 0000;29077785;0.139;31.09;54.51;3.003;12.0;233.8;6.0;0.0;50.02;0.03;0;0;-0.00003;-0.97980;
1111 1111 0000 0000;29079784;0.139;31.68;54.50;3.003;12.0;234.0;5.7;0.0;50.01;0.03;0;0;0.00000;-0.98199;
1111 1111 0000 0000;29084004;0.139;31.68;54.48;3.003;12.0;233.7;5.7;0.0;50.01;0.03;0;0;0.00003;-0.98303;
1111 1111 0000 0000;29086004;0.139;32.28;54.46;3.003;11.9;233.6;5.7;0.0;50.01;0.04;0;0;0.00003;-0.98962;
1111 1111 0000 0000;29088003;0.139;32.29;54.47;3.003;12.3;233.7;6.0;0.0;50.02;0.04;0;0;0.00003;148.76404;
1111 1111 0000 0000;29094415;0.139;32.28;54.39;3.004;12.4;233.6;5.7;0.0;50.03;0.04;0;0;-0.00006;149.92676;
1111 1111 0000 0000;29096444;0.139;31.68;54.42;3.003;12.2;233.8;5.7;0.0;50.02;0.04;0;0;0.00000;147.40906;
