"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;2774971;0.000;31.56;54.73;2.975;12.9;232.7;2.4;0.0;50.03;0.03;0;0;0.00000;147.21680;
1111 1111 0000 0000;2776506;0.000;31.87;54.72;2.975;12.9;232.7;2.7;0.0;50.04;0.01;0;0;-0.00003;-0.96436;
1111 1111 0000 0000;2808420;0.000;31.55;54.65;2.976;13.0;232.2;2.4;0.0;49.98;0.02;0;0;0.00000;-0.99036;
1111 1111 0000 0000;2818540;0.000;31.55;54.65;2.976;13.2;232.3;2.7;0.0;50.01;0.02;0;0;-0.00006;-0.98407;
1111 1111 0000 0000;2828636;0.000;31.46;54.63;2.976;13.5;232.3;2.7;0.0;50.01;0.03;0;0;0.00000;-0.99475;
1111 1111 0000 0000;2858113;0.000;32.47;54.59;2.976;13.0;232.2;3.0;0.0;50.05;0.02;0;0;-0.00006;-0.99487;
1111 1111 0000 0000;2888805;0.000;31.87;54.53;2.976;13.0;231.9;3.0;0.0;50.03;0.04;0;0;0.00000;147.81189;
1111 1111 0000 0000;2918766;0.000;31.87;54.56;2.975;12.9;232.0;3.0;0.0;50.04;0.02;0;0;0.00000;-0.98315;
1111 1111 0000 0000;2928544;0.000;30.95;54.59;2.976;13.8;232.0;3.0;0.0;50.03;0.04;0;0;0.00000;148.95630;
1111 1111 0000 0000;2938626;0.000;31.56;54.65;2.976;13.2;232.3;3.0;0.0;50.05;0.02;0;0;0.00003;-0.97278;
1111 1111 0000 0000;2948706;0.000;31.56;54.63;2.975;13.5;232.1;3.0;0.0;50.03;0.03;0;0;0.00000;-0.97687;
1111 1111 0000 0000;3008484;0.000;31.77;54.54;2.977;13.8;231.7;3.8;0.0;50.05;0.04;0;0;0.00000;-0.99335;
1111 1111 0000 0000;3018559;0.000;32.47;54.57;2.976;13.3;232.0;3.8;0.0;50.05;0.03;0;0;-0.00006;-0.98157;
1111 1111 0000 0000;3028694;0.000;32.16;54.50;2.976;13.0;231.7;3.8;0.0;50.05;0.03;0;0;0.00003;-0.98169;
1111 1111 0000 0000;3078795;0.000;32.17;54.66;2.976;13.9;232.4;4.1;0.0;50.05;0.04;0;0;0.00003;147.29004;
1111 1111 0000 0000;3089186;0.000;32.17;54.69;2.976;13.5;232.7;4.1;0.0;50.04;0.03;0;0;0.00003;-0.96918;
1111 1111 0000 0000;3099290;0.000;32.77;54.63;2.976;13.5;232.5;4.1;0.0;50.07;0.05;0;0;-0.00006;149.84436;
1111 1111 0000 0000;14302937;0.088;34.90;54.77;2.977;25.9;232.6;51.4;0.0;50.03;0.43;0;0;-0.00006;-0.96173;
1111 1111 0000 0000;14304951;0.088;34.90;54.78;2.977;26.1;232.6;51.2;0.0;50.03;0.43;0;0;-0.00006;-0.96454;
1111 1111 0000 0000;14312986;0.088;34.68;54.79;2.976;26.1;232.6;50.4;0.0;50.03;0.42;0;0;-0.00006;-0.96484;
1111 1111 0000 0000;14315005;0.088;34.90;54.77;2.977;25.8;232.5;50.2;0.0;50.03;0.40;0;0;-0.00006;-0.96362;
1111 1111 0000 0000;14323686;0.088;34.68;54.70;2.977;26.1;232.2;49.8;0.0;50.03;0.42;0;0;0.00000;-0.96515;
