"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1110 0000 0000;100385;0.000;17.77;54.78;2.988;1.8;232.2;0.0;0.0;49.99;0.00;0;0;-0.00003;143.91174;
1111 1110 0000 0000;108836;0.000;17.77;54.75;2.988;1.9;231.9;0.0;0.0;49.99;0.00;0;0;-0.00003;142.09900;
1111 1110 0000 0000;110846;0.000;17.77;54.75;2.988;1.8;232.0;0.0;0.0;50.00;0.00;0;0;-0.00003;141.93420;
1111 1110 0000 0000;112857;0.000;17.77;54.79;2.987;1.9;232.0;0.0;0.0;49.99;0.00;0;0;-0.00003;141.84265;
1111 1110 0000 0000;114867;0.000;17.77;54.82;2.988;1.9;232.2;0.0;0.0;49.99;0.00;0;0;-0.00012;141.77856;
1111 1110 0000 0000;116877;0.000;17.77;54.80;2.987;1.8;232.1;0.0;0.0;50.00;0.00;0;0;-0.00009;141.84265;"Walid is great";
1111 1110 0000 0000;118886;0.000;17.77;54.81;2.988;1.8;232.2;0.0;0.0;49.99;0.00;0;0;-0.00003;141.87012;
1111 1110 0000 0000;120896;0.000;17.77;54.81;2.988;1.9;232.1;0.0;0.0;50.00;0.00;0;0;-0.00003;141.97998;
1111 1110 0000 0000;122906;0.000;17.77;54.82;2.988;1.8;232.3;0.0;0.0;50.00;0.00;0;0;-0.00006;142.17224;
1111 1110 0000 0000;124916;0.000;17.77;54.81;2.988;1.8;232.2;0.0;0.0;50.01;0.00;0;0;-0.00006;142.42859;
1111 1110 0000 0000;126926;0.000;17.77;54.81;2.988;1.8;232.1;0.0;0.0;50.00;0.00;0;0;-0.00006;142.68494;
1111 1110 0000 0000;128936;0.000;17.77;54.84;2.988;1.9;232.3;0.0;0.0;49.99;0.00;0;0;-0.00009;143.00537;
1111 1110 0000 0000;130947;0.000;17.77;54.82;2.988;1.8;232.1;0.0;0.0;49.99;0.00;0;0;-0.00003;143.34412;
1111 1110 0000 0000;133425;0.000;17.77;54.84;2.987;1.8;232.2;0.0;0.0;49.99;0.00;0;0;-0.00006;143.82019;"Walid is great";
1111 1110 0000 0000;135405;0.000;17.77;54.83;2.988;1.8;232.2;0.0;0.0;49.98;0.00;0;0;-0.00006;144.25964;
1111 1110 0000 0000;137416;0.000;17.77;54.80;2.988;1.9;232.0;0.0;0.0;49.97;0.00;0;0;-0.00006;144.69910;
1111 1110 0000 0000;139565;0.000;17.77;54.82;2.988;1.9;232.2;0.0;0.0;49.97;0.00;0;0;-0.00006;145.16602;
1111 1110 0000 0000;141576;0.000;17.77;54.77;2.988;1.8;232.0;0.0;0.0;49.97;0.00;0;0;-0.00006;145.68787;
1111 1110 0000 0000;144445;0.000;17.56;54.78;2.987;1.8;232.0;0.0;0.0;49.95;0.00;0;0;-0.00003;146.46606;
1111 1110 0000 0000;146457;0.000;17.56;54.74;2.988;1.6;231.8;0.0;0.0;49.96;0.00;0;0;-0.00006;146.96960;
1111 1110 0000 0000;148466;0.000;17.56;54.77;2.988;1.8;231.9;0.0;0.0;49.96;0.00;0;0;-0.00003;147.52808;
1111 1110 0000 0000;151055;0.000;17.77;54.79;2.988;1.8;232.0;0.0;0.0;49.96;0.00;0;0;-0.00003;148.13232;
1111 1110 0000 0000;153045;0.000;17.76;54.74;2.988;1.8;231.9;0.0;0.0;49.97;0.00;0;0;-0.00003;148.53516;
1111 1110 0000 0000;155057;0.000;17.56;54.76;2.988;1.6;232.0;0.0;0.0;49.96;0.00;0;0;-0.00006;148.96545;
1111 1110 0000 0000;157065;0.000;17.55;54.79;2.988;1.6;232.0;0.0;0.0;49.97;0.00;0;0;0.00000;149.42322;
1111 1110 0000 0000;159176;0.000;17.76;54.77;2.988;1.8;231.9;0.0;0.0;49.97;0.00;0;0;-0.00003;149.87183;
