"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;8700296;0.007;32.87;53.59;2.997;12.2;230.8;13.6;0.0;50.05;0.10;0;0;0.00000;-0.98010;
1111 1111 0000 0000;8725915;0.007;32.58;53.69;2.996;12.2;231.2;13.4;0.0;50.04;0.09;0;0;0.00000;-0.98926;
1111 1111 0000 0000;8728192;0.007;33.45;53.66;2.997;12.2;231.2;13.4;0.0;50.05;0.09;0;0;0.00000;-0.95593;
1111 1111 0000 0000;8730170;0.007;33.17;53.65;2.996;12.3;231.2;13.4;0.0;50.03;0.09;0;0;0.00003;-0.97882;
1111 1111 0000 0000;8732402;0.007;33.46;53.70;2.998;12.3;231.3;13.4;0.0;50.03;0.09;0;0;0.00003;-0.97760;
1111 1111 0000 0000;8740783;0.007;33.46;53.63;2.997;11.7;230.8;13.4;0.0;50.05;0.09;0;0;0.00003;-0.97034;
1111 1111 0000 0000;8770747;0.007;33.08;53.66;2.997;12.3;231.0;13.6;0.0;50.07;0.10;0;0;0.00003;-0.97614;
1111 1111 0000 0000;8801073;0.007;33.77;53.63;2.996;12.3;230.9;13.9;0.0;50.08;0.10;0;0;0.00000;-0.96655;
1111 1111 0000 0000;8821032;0.007;33.07;53.52;2.996;12.2;230.4;14.5;0.0;50.07;0.10;0;0;0.00003;-0.98346;
1111 1111 0000 0000;8870664;0.007;33.70;53.54;2.997;12.3;230.7;16.9;0.0;50.05;0.12;0;0;0.00000;-0.95093;
1111 1111 0000 0000;8890827;0.007;33.69;53.58;2.997;12.4;230.6;17.2;0.0;50.03;0.12;0;0;0.00000;-0.96680;
1111 1111 0000 0000;8931096;0.008;33.09;53.65;2.997;12.4;230.8;16.3;0.0;50.07;0.11;0;0;0.00000;-0.95563;"Walid is great";
1111 1111 0000 0000;8951215;0.008;33.48;53.61;2.996;12.7;230.8;16.0;0.0;50.05;0.12;0;0;0.00003;-0.97906;
1111 1111 0000 0000;8991185;0.008;33.46;53.45;2.997;12.4;230.3;16.0;0.0;50.03;0.11;0;0;0.00003;-0.97473;
1111 1111 0000 0000;9021381;0.008;33.17;53.60;2.997;12.7;231.0;16.6;0.0;50.02;0.12;0;0;0.00000;-0.97461;
1111 1111 0000 0000;9061457;0.008;33.19;53.54;2.996;12.7;230.6;17.2;0.0;50.04;0.12;0;0;0.00003;-0.95911;
1111 1111 0000 0000;9087232;0.008;33.49;53.52;2.995;12.9;230.5;18.3;0.0;50.02;0.12;0;0;0.00003;-0.96130;
