"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;35034941;1.315;35.39;53.90;2.996;20.7;231.6;24.3;0.0;49.98;0.10;0;0;0.00000;-0.95453;
1111 1111 0000 0000;35037840;1.315;35.75;53.81;2.997;20.5;231.5;23.7;0.0;49.97;0.09;0;0;0.00000;-0.95294;
1111 1111 0000 0000;35039791;1.315;35.63;53.83;2.996;20.5;231.4;24.3;0.0;49.97;0.10;0;0;0.00000;-0.94214;
1111 1111 0000 0000;35041800;1.315;35.66;53.88;2.997;20.5;231.6;24.3;0.0;49.98;0.09;0;0;-0.00003;-0.92639;
1111 1111 0000 0000;35044482;1.315;35.17;53.86;2.995;20.4;231.6;24.3;0.0;49.97;0.09;0;0;-0.00003;-0.94464;
1111 1111 0000 0000;35046465;1.315;35.66;53.94;2.997;20.5;231.5;24.3;0.0;49.96;0.10;0;0;0.00000;-0.96436;
1111 1111 0000 0000;35048504;1.315;35.06;53.84;2.996;20.4;231.6;24.3;0.0;49.96;0.10;0;0;0.00000;-0.96478;
1111 1111 0000 0000;35051204;1.315;35.49;53.87;2.994;20.4;231.8;24.3;0.0;49.98;0.09;0;0;0.00000;-0.94312;
1111 1111 0000 0000;35053187;1.315;35.38;53.87;2.996;20.4;231.5;24.3;0.0;49.96;0.09;0;0;0.00003;-0.93524;
1111 1111 0000 0000;35055198;1.315;35.39;53.84;2.995;20.4;231.4;24.3;0.0;49.97;0.09;0;0;-0.00003;-0.93091;
1111 1111 0000 0000;35057641;1.315;35.38;53.84;2.997;20.4;231.3;24.6;0.0;49.97;0.10;0;0;0.00000;-0.95825;
1111 1111 0000 0000;35059628;1.315;35.36;53.81;2.998;20.4;231.1;24.3;0.0;49.98;0.10;0;0;0.00003;-0.94928;
1111 1111 0000 0000;35061631;1.315;35.45;53.78;2.998;20.4;231.4;24.3;0.0;49.97;0.09;0;0;0.00458;-0.94867;
1111 1111 0000 0000;35063950;1.315;35.06;53.89;2.996;20.4;231.5;24.9;0.0;49.97;0.09;0;0;0.00003;-0.92316;
1111 1111 0000 0000;35066404;1.315;35.09;53.93;2.995;20.2;231.5;24.6;0.0;49.97;0.09;0;0;0.00003;-0.94391;
1111 1111 0000 0000;35068387;1.315;35.08;53.91;2.997;20.2;231.5;24.3;0.0;49.97;0.10;0;0;-0.00003;-0.95367;
1111 1111 0000 0000;35070401;1.315;35.07;53.84;2.996;20.1;231.5;24.6;0.0;49.98;0.09;0;0;-0.00003;-0.93091;
1111 1111 0000 0000;35072412;1.315;35.07;53.82;2.996;20.2;231.4;24.6;0.0;49.97;0.10;0;0;0.00003;-0.96179;"Walid is great";
1111 1111 0000 0000;35074427;1.315;35.06;53.91;2.994;20.1;231.3;24.3;0.0;49.99;0.09;0;0;0.00000;-0.92963;
1111 1111 0000 0000;35076693;1.315;35.18;53.76;2.994;19.9;231.6;24.6;0.0;49.97;0.09;0;0;0.00003;-0.94617;
1111 1111 0000 0000;35078677;1.315;35.11;53.87;2.993;20.1;231.5;24.3;0.0;49.97;0.09;0;0;-0.00006;-0.93561;
1111 1111 0000 0000;35081189;1.315;35.18;53.87;2.994;19.9;231.6;24.3;0.0;49.98;0.09;0;0;-0.00003;-0.95264;
1111 1111 0000 0000;35084022;1.315;34.79;53.89;2.995;19.8;231.5;24.6;0.0;49.97;0.10;0;0;0.00000;-0.97070;
1111 1111 0000 0000;35086006;1.315;34.79;53.86;2.996;19.9;231.3;24.3;0.0;49.98;0.09;0;0;-0.00003;-0.92322;
1111 1111 0000 0000;35088373;1.315;34.76;53.80;2.998;19.8;231.4;24.3;0.0;49.97;0.10;0;0;-0.00009;-0.96643;
1111 1111 0000 0000;35090445;1.315;34.56;53.75;2.997;21.8;231.3;24.3;0.0;49.96;0.09;0;0;-0.00003;-0.95050;
1111 1111 0000 0000;35092428;1.315;34.78;53.87;2.996;19.9;231.4;24.6;0.0;49.95;0.10;0;0;-0.00003;-0.94604;
1111 1111 0000 0000;35094510;1.315;34.79;53.86;2.995;19.8;231.3;24.3;0.0;49.95;0.10;0;0;-0.00003;-0.97363;
1111 1111 0000 0000;35096694;1.315;35.07;53.78;2.996;20.1;231.2;24.3;0.0;49.96;0.09;0;0;0.00000;-0.93115;
1111 1111 0000 0000;35098678;1.315;34.45;53.81;2.997;19.8;231.3;24.6;0.0;49.96;0.10;0;0;-0.00003;-0.97504;
1111 1111 0000 0000;35100682;1.315;35.08;53.87;2.995;19.8;231.4;24.6;0.0;49.97;0.10;0;0;-0.00003;-0.96857;
1111 1111 0000 0000;35102951;1.315;35.05;53.81;2.997;19.6;231.1;24.3;0.0;49.97;0.10;0;0;-0.00003;-0.94635;
1111 1111 0000 0000;35105482;1.315;35.05;53.81;2.998;19.8;231.1;24.3;0.0;49.98;0.09;0;0;-0.00009;-0.93024;"Walid is great";
1111 1111 0000 0000;35107433;1.315;35.07;53.84;2.995;19.6;231.4;24.3;0.0;49.98;0.09;0;0;-0.00003;-0.92633;
1111 1111 0000 0000;35109449;1.315;35.08;53.94;2.996;19.6;231.4;24.3;0.0;49.98;0.10;0;0;-0.00021;-0.94159;
1111 1111 0000 0000;35111484;1.315;35.07;53.87;2.996;20.2;231.2;24.0;0.0;49.98;0.09;0;0;-0.00003;-0.93237;
1111 1111 0000 0000;35113478;1.315;35.06;53.83;2.996;19.6;231.4;24.3;0.0;49.97;0.10;0;0;0.00000;-0.95801;
1111 1111 0000 0000;35115734;1.315;35.06;53.80;2.997;19.6;231.2;24.0;0.0;49.98;0.10;0;0;-0.00003;-0.94678;
1111 1111 0000 0000;35117720;1.315;35.15;53.91;2.996;19.5;231.4;24.3;0.0;49.98;0.09;0;0;-0.00006;-0.94824;
1111 1111 0000 0000;35119721;1.315;34.47;53.91;2.996;19.5;231.4;23.7;0.0;49.97;0.10;0;0;-0.00006;-0.95807;
1111 1111 0000 0000;35122649;1.315;34.87;53.82;2.996;19.3;231.5;23.7;0.0;49.98;0.09;0;0;0.00000;-0.94446;
1111 1111 0000 0000;35123983;1.315;34.47;53.80;2.995;20.1;231.4;24.3;0.0;49.98;0.10;0;0;0.00000;-0.95251;
1111 1111 0000 0000;35125994;1.315;35.07;53.89;2.995;18.7;231.4;24.0;0.0;49.98;0.09;0;0;-0.00003;-0.94617;
1111 1111 0000 0000;35128795;1.315;34.86;53.82;2.996;19.6;231.5;24.3;0.0;49.98;0.09;0;0;0.00000;-0.95312;
1111 1111 0000 0000;35130778;1.315;34.89;53.88;2.998;19.2;231.6;24.0;0.0;49.98;0.09;0;0;-0.00006;-0.94678;"Walid is great";
1111 1111 0000 0000;35132781;1.315;34.77;53.75;2.997;19.3;231.2;24.0;0.0;49.98;0.09;0;0;-0.00003;-0.92767;
1111 1111 0000 0000;35135555;1.315;35.06;53.87;2.997;19.3;231.4;24.0;0.0;49.98;0.09;0;0;-0.00009;-0.92676;
1111 1111 0000 0000;35137539;1.315;35.06;53.84;2.997;19.2;231.3;23.7;0.0;49.97;0.09;0;0;-0.00009;-0.94049;
1111 1111 0000 0000;35139940;1.315;35.17;53.90;2.995;19.8;231.6;24.0;0.0;49.98;0.09;0;0;0.00000;-0.94446;
1111 1111 0000 0000;35142768;1.315;35.35;53.82;2.998;19.3;231.0;23.7;0.0;49.96;0.10;0;0;0.00000;-0.97577;
1111 1111 0000 0000;35145620;1.315;35.16;53.85;2.996;18.9;231.4;23.7;0.0;49.98;0.09;0;0;0.00003;-0.95514;
1111 1111 0000 0000;35148805;1.315;34.79;53.83;2.995;19.3;231.4;23.7;0.0;49.96;0.10;0;0;0.00000;-0.96796;
