"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;949901;0.019;38.49;54.85;3.008;13.3;234.9;117.7;0.0;50.00;0.50;0;0;-0.00009;-0.96320;
1111 1111 0000 0000;951671;0.019;38.48;54.79;3.009;13.3;234.6;120.4;0.0;50.01;0.50;0;0;0.00003;-0.98419;
1111 1111 0000 0000;953921;0.019;38.17;54.78;3.009;13.5;234.6;121.1;0.0;50.00;0.52;0;0;-0.00003;-0.96484;
1111 1111 0000 0000;956101;0.019;38.17;54.81;3.008;13.5;234.7;121.5;0.0;50.01;0.52;0;0;0.00000;-0.97107;"Walid is great";
1111 1111 0000 0000;960060;0.019;38.03;54.73;3.009;13.6;234.5;123.8;0.0;50.01;0.53;0;0;-0.00006;-0.97424;
1111 1111 0000 0000;962920;0.019;37.89;54.81;3.008;13.5;234.5;123.8;0.0;50.00;0.53;0;0;-0.00006;-0.96899;
1111 1111 0000 0000;964900;0.019;38.03;54.76;3.008;13.5;234.4;123.7;0.0;50.00;0.52;0;0;-0.00015;-0.97278;
1111 1111 0000 0000;966051;0.019;37.88;54.78;3.009;13.5;234.5;124.2;0.0;50.01;0.54;0;0;-0.00003;-0.96869;
1111 1111 0000 0000;967641;0.019;38.01;54.78;3.009;13.6;234.4;124.1;0.0;50.00;0.53;0;0;-0.00009;-0.98969;
1111 1111 0000 0000;1116443;0.022;37.71;54.95;3.009;13.3;235.0;114.5;0.0;50.03;0.56;0;0;-0.00006;-0.97186;
1111 1111 0000 0000;1117553;0.022;37.85;54.94;3.009;13.3;235.0;115.1;0.0;50.01;0.56;0;0;-0.00006;-0.97821;
1111 1111 0000 0000;1119552;0.022;37.56;54.90;3.008;13.3;235.2;114.8;0.0;50.02;0.57;0;0;-0.00009;-0.96783;
1111 1111 0000 0000;1122151;0.022;37.55;54.97;3.008;13.5;235.4;116.2;0.0;50.02;0.57;0;0;0.00000;-0.96863;
1111 1111 0000 0000;1123402;0.022;37.56;55.00;3.007;13.5;235.4;118.6;0.0;50.01;0.59;0;0;-0.00006;-0.96924;
1111 1111 0000 0000;1124732;0.022;37.56;54.98;3.008;13.6;235.3;119.8;0.0;50.02;0.60;0;0;0.00003;-0.96954;
1111 1111 0000 0000;1129602;0.023;37.41;54.98;3.008;13.8;235.2;121.8;0.0;50.01;0.61;0;0;-0.00006;-0.97723;
1111 1111 0000 0000;1130582;0.023;37.26;54.95;3.008;13.8;235.2;121.2;0.0;50.00;0.60;0;0;-0.00006;-0.97290;
1111 1111 0000 0000;1132102;0.023;37.12;54.97;3.008;13.8;235.2;120.9;0.0;50.01;0.60;0;0;-0.00006;-0.97662;
1111 1111 0000 0000;1152873;0.023;36.52;54.91;3.008;14.2;235.2;112.6;0.0;50.01;0.50;0;0;-0.00006;149.67041;"Walid is great";
1111 1111 0000 0000;1154223;0.023;36.66;54.95;3.009;14.1;235.2;116.4;0.0;50.03;0.60;0;0;-0.00003;-0.94873;
1111 1111 0000 0000;1157693;0.023;36.66;54.90;3.008;14.2;235.3;118.2;0.0;50.02;0.57;0;0;-0.00006;-0.97559;
1111 1111 0000 0000;1160944;0.024;36.67;54.95;3.008;13.9;235.5;120.3;0.0;50.03;0.59;0;0;-0.00006;-0.96936;
1111 1111 0000 0000;1163842;0.024;36.52;54.92;3.008;14.4;235.1;120.6;0.0;50.03;0.59;0;0;-0.00015;-0.97516;
1111 1111 0000 0000;1168315;0.024;36.22;54.99;3.008;14.5;235.4;119.7;0.0;50.03;0.57;0;0;-0.00012;-0.97314;
1111 1111 0000 0000;1169514;0.024;36.35;54.96;3.009;14.4;235.2;120.0;0.0;50.03;0.59;0;0;-0.00006;-0.97546;
1111 1111 0000 0000;1170533;0.024;36.21;54.92;3.008;14.5;235.3;119.8;0.0;50.02;0.58;0;0;-0.00012;-0.97858;
1111 1111 0000 0000;1171613;0.024;36.36;54.94;3.008;14.5;235.3;118.9;0.0;50.03;0.58;0;0;0.00003;-0.97174;
1111 1111 0000 0000;1172752;0.024;36.20;54.90;3.009;14.5;235.2;119.3;0.0;50.03;0.58;0;0;0.00000;-0.97577;
1111 1111 0000 0000;1175782;0.024;36.21;54.99;3.009;14.4;235.2;120.0;0.0;50.04;0.58;0;0;-0.00009;-0.97308;
1111 1111 0000 0000;1179292;0.024;36.08;54.97;3.008;14.8;235.3;118.4;0.0;50.04;0.59;0;0;-0.00009;-0.97144;
1111 1111 0000 0000;1180363;0.024;36.08;54.96;3.008;14.6;235.1;118.4;0.0;50.04;0.58;0;0;-0.00003;-0.97400;"Walid is great";
1111 1111 0000 0000;1189734;0.025;36.07;54.99;3.008;14.6;235.4;119.3;0.0;50.04;0.59;0;0;-0.00003;-0.97028;
1111 1111 0000 0000;1196473;0.025;35.93;55.01;3.008;14.9;235.2;120.6;0.0;50.05;0.58;0;0;-0.00009;-0.97626;
1111 1111 0000 0000;1199422;0.025;35.77;55.02;3.008;13.8;235.5;119.4;0.0;50.05;0.58;0;0;-0.00015;-0.97797;
1111 1111 0000 0000;1201835;0.025;35.76;55.03;3.008;14.9;235.5;118.2;0.0;50.06;0.57;0;0;-0.00006;-0.97180;
1111 1111 0000 0000;1204705;0.025;35.77;54.97;3.007;14.9;235.4;117.8;0.0;50.05;0.57;0;0;-0.00009;-0.97284;
1111 1111 0000 0000;1205764;0.025;35.62;54.98;3.007;14.9;235.3;117.9;0.0;50.05;0.56;0;0;-0.00009;-0.97974;
1111 1111 0000 0000;1207162;0.025;35.47;54.95;3.008;14.8;235.2;116.0;0.0;50.05;0.55;0;0;-0.00006;-0.97528;
1111 1111 0000 0000;1208888;0.025;35.60;54.91;3.009;15.1;235.0;116.6;0.0;50.06;0.56;0;0;-0.00009;-0.97412;"Walid is great";
1111 1111 0000 0000;1213163;0.025;35.33;54.94;3.008;15.2;235.1;114.5;0.0;50.05;0.54;0;0;-0.00012;-0.97369;
1111 1111 0000 0000;1215214;0.025;35.48;54.96;3.007;15.1;235.4;114.8;0.0;50.05;0.54;0;0;-0.00006;-0.97559;
1111 1111 0000 0000;1217604;0.025;35.47;55.00;3.009;14.9;235.2;114.3;0.0;50.05;0.54;0;0;-0.00012;-0.97412;"Walid is great";
1111 1111 0000 0000;1219524;0.026;35.47;54.98;3.007;15.1;235.3;114.8;0.0;50.04;0.55;0;0;-0.00006;-0.96973;
1111 1111 0000 0000;1223284;0.026;35.33;55.01;3.008;15.1;235.2;114.5;0.0;50.05;0.53;0;0;-0.00006;-0.97534;
