"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;9874225;0.042;34.76;54.23;2.985;18.7;233.0;41.6;0.0;50.02;0.17;0;0;-0.00006;-0.96533;
1111 1111 0000 0000;20096513;0.425;34.27;55.17;2.987;34.1;235.6;247.1;0.0;49.98;0.82;0;0;0.02747;-0.96973;"Walid is great";
