"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;5044293;0.002;33.38;55.07;2.981;6.6;235.0;6.9;0.0;50.00;0.02;0;0;-0.00003;-0.98962;
