"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;11752084;0.061;37.80;54.55;2.985;19.5;234.7;81.8;0.0;49.99;0.28;0;0;0.00000;-0.97333;
1111 1111 0000 0000;11760056;0.061;37.91;54.57;2.985;19.5;234.9;82.2;0.0;50.01;0.29;0;0;0.00000;-0.96973;
1111 1111 0000 0000;11770397;0.061;38.13;54.69;2.985;19.6;235.4;82.5;0.0;49.99;0.28;0;0;0.00003;-0.96869;
1111 1111 0000 0000;11788814;0.062;38.25;54.63;2.985;19.6;235.3;82.0;0.0;49.99;0.29;0;0;0.00000;-0.97729;
1111 1111 0000 0000;11810706;0.062;37.34;54.65;2.985;19.6;235.1;80.2;0.0;49.98;0.28;0;0;0.00003;-0.98950;
1111 1111 0000 0000;11819595;0.063;37.67;54.68;2.985;19.8;235.5;83.1;0.0;49.99;0.28;0;0;0.00003;-0.96503;
1111 1111 0000 0000;11820345;0.063;37.57;54.68;2.986;19.6;235.3;82.9;0.0;49.99;0.29;0;0;0.00003;-0.96930;
1111 1111 0000 0000;11841457;0.063;37.67;54.80;2.985;19.9;235.8;82.3;0.0;49.98;0.28;0;0;0.00000;-0.97198;
1111 1111 0000 0000;11862125;0.064;37.47;54.77;2.985;20.1;235.7;81.2;0.0;49.99;0.28;0;0;0.00003;-0.97797;
1111 1111 0000 0000;11869596;0.064;37.34;54.74;2.985;20.1;235.4;81.2;0.0;49.98;0.28;0;0;0.00000;-0.97778;
1111 1111 0000 0000;11892135;0.064;37.34;54.66;2.985;20.2;235.5;83.4;0.0;50.00;0.29;0;0;0.00000;-0.96594;
1111 1111 0000 0000;11901045;0.065;37.58;54.75;2.985;20.4;235.5;83.2;0.0;50.00;0.28;0;0;0.00003;-0.96405;
1111 1111 0000 0000;11909646;0.065;37.24;54.63;2.985;20.4;235.0;81.8;0.0;49.99;0.28;0;0;0.00458;-0.96753;
1111 1111 0000 0000;11919476;0.065;36.79;54.66;2.985;20.4;235.4;80.3;0.0;50.00;0.28;0;0;0.00003;-0.96021;
1111 1111 0000 0000;11929307;0.065;36.78;54.67;2.985;20.5;235.3;82.3;0.0;49.99;0.27;0;0;0.00000;-0.93781;
1111 1111 0000 0000;11930727;0.065;36.78;54.69;2.985;20.5;235.5;80.9;0.0;50.01;0.28;0;0;0.00003;149.84436;
1111 1111 0000 0000;11940428;0.066;37.58;54.66;2.985;20.5;235.3;81.8;0.0;50.00;0.28;0;0;0.00458;-0.98578;
1111 1111 0000 0000;11949488;0.066;37.57;54.68;2.986;20.7;235.0;82.2;0.0;50.00;0.28;0;0;0.00000;-0.95349;"Walid is great";
1111 1111 0000 0000;11951418;0.066;37.59;54.67;2.984;20.7;235.6;81.6;0.0;50.00;0.28;0;0;0.00003;-0.96252;
1111 1111 0000 0000;11959637;0.066;37.34;54.70;2.984;20.7;235.6;85.4;0.0;50.00;0.28;0;0;0.00000;-0.94104;
1111 1111 0000 0000;11961247;0.066;37.56;54.68;2.986;20.7;235.2;88.5;0.0;50.00;0.28;0;0;0.00458;-0.97040;
1111 1111 0000 0000;11962347;0.066;37.34;54.72;2.985;20.9;235.6;86.6;0.0;50.00;0.27;0;0;0.00000;-0.97931;
1111 1111 0000 0000;11971415;0.066;37.12;54.66;2.985;20.7;235.3;84.2;0.0;50.00;0.27;0;0;0.00458;-0.93134;
1111 1111 0000 0000;11982076;0.067;36.90;54.75;2.985;20.7;235.6;85.9;0.0;50.03;0.27;0;0;0.00000;-0.94983;
1111 1111 0000 0000;11991617;0.067;36.66;54.68;2.985;20.9;235.5;83.7;0.0;50.02;0.28;0;0;0.00003;-0.96381;
1111 1111 0000 0000;12001125;0.067;37.45;54.68;2.986;21.2;235.5;86.3;0.0;50.01;0.27;0;0;0.00916;-0.97443;
1111 1111 0000 0000;12009627;0.067;37.90;54.65;2.986;20.9;235.3;88.8;0.0;50.03;0.28;0;0;0.00000;-0.98743;
1111 1111 0000 0000;12011236;0.067;37.67;54.64;2.985;20.9;235.1;88.0;0.0;50.01;0.29;0;0;0.00000;-0.95251;
1111 1111 0000 0000;12019498;0.067;37.34;54.59;2.985;21.1;234.9;88.5;0.0;50.02;0.28;0;0;0.00000;-0.95081;
1111 1111 0000 0000;12021417;0.068;37.67;54.62;2.985;21.1;235.0;88.6;0.0;50.03;0.29;0;0;0.00000;-0.94470;
1111 1111 0000 0000;12029546;0.068;37.66;54.59;2.986;21.1;234.7;89.1;0.0;50.01;0.28;0;0;0.00000;-0.95697;
