"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
0111 1100 0000 0000;1228863;0.000;13.22;1.23;2.993;29.9;0.3;0.0;0.0;0.00;0.00;0;0;-0.00027;129.22668;
0111 1100 0000 0000;1230877;0.000;13.22;1.23;2.993;30.2;0.2;0.0;0.0;0.00;0.00;0;0;-0.00024;129.22668;
0111 1100 0000 0000;1233273;0.000;13.22;1.22;2.994;30.3;0.2;0.0;0.0;0.00;0.00;0;0;-0.00024;129.21753;
0111 1100 0000 0000;1235288;0.000;13.22;1.22;2.994;29.7;0.2;0.0;0.0;0.00;0.00;0;0;-0.00018;129.21753;
0111 1100 0000 0000;1237298;0.000;13.22;1.22;2.994;29.6;0.2;0.0;0.0;0.00;0.00;0;0;-0.00018;129.21753;
0111 1100 0000 0000;1239308;0.000;13.22;1.24;2.993;29.6;0.3;0.0;0.0;0.00;0.00;0;0;-0.00018;129.20837;
0111 1100 0000 0000;1241318;0.000;13.22;1.22;2.994;29.6;0.2;0.0;0.0;0.00;0.00;0;0;-0.00018;129.19922;
0111 1100 0000 0000;1243328;0.000;13.22;1.22;2.994;29.9;0.3;0.0;0.0;0.00;0.00;0;0;-0.00018;129.19922;
0111 1100 0000 0000;1246033;0.000;13.22;1.22;2.993;29.3;0.2;0.0;0.0;0.00;0.00;0;0;-0.00018;129.14429;
0111 1100 0000 0000;1249379;0.000;13.22;1.23;2.994;30.2;0.2;0.0;0.0;0.00;0.00;0;0;-0.00018;129.11682;
0111 1100 0000 0000;1251755;0.000;13.22;1.22;2.994;29.7;0.2;0.0;0.0;0.00;0.00;0;0;-0.00018;129.12598;
0111 1100 0000 0000;1253768;0.000;13.22;1.22;2.993;29.9;0.3;0.0;0.0;0.00;0.00;0;0;-0.00018;129.15344;
0111 1100 0000 0000;1255778;0.000;13.22;1.22;2.993;29.9;0.3;0.0;0.0;0.00;0.00;0;0;-0.00018;129.16260;
