"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;16293745;0.335;34.30;55.21;3.002;39.5;232.7;190.5;0.0;50.01;0.81;0;0;0.02289;-0.97095;"Walid is great";
1111 1111 0000 0000;16301785;0.335;34.16;55.26;3.003;40.0;232.8;190.7;0.0;50.01;0.81;0;0;0.01831;-0.97491;
1111 1111 0000 0000;16303803;0.336;34.28;55.25;3.003;39.7;232.7;190.8;0.0;50.02;0.80;0;0;0.03662;-0.96814;
1111 1111 0000 0000;16323905;0.337;34.29;55.32;3.003;40.3;232.9;190.3;0.0;50.02;0.80;0;0;0.01831;-0.97192;
1111 1111 0000 0000;16331947;0.337;33.96;55.19;3.002;40.3;232.6;190.3;0.0;50.02;0.81;0;0;0.04120;-0.97327;
1111 1111 0000 0000;16333957;0.337;34.29;55.22;3.003;40.3;232.7;190.4;0.0;50.01;0.80;0;0;0.04120;-0.97559;
1111 1111 0000 0000;16343584;0.338;34.28;55.18;3.003;40.4;232.5;190.1;0.0;49.99;0.81;0;0;0.03662;-0.97522;
1111 1111 0000 0000;16351626;0.338;34.30;55.22;3.002;40.6;232.6;189.9;0.0;50.00;0.80;0;0;0.04120;-0.96722;
1111 1111 0000 0000;16353946;0.338;34.41;55.22;3.003;41.5;232.7;189.8;0.0;50.02;0.81;0;0;0.02747;-0.97382;
1111 1111 0000 0000;16361993;0.339;34.08;55.25;3.002;40.7;232.7;190.4;0.0;50.02;0.81;0;0;0.02289;-0.97253;
1111 1111 0000 0000;16364036;0.339;34.19;55.21;3.002;40.9;232.7;190.1;0.0;50.02;0.80;0;0;0.03662;-0.97479;
1111 1111 0000 0000;16373073;0.339;34.06;55.15;3.003;40.9;232.6;190.1;0.0;50.02;0.80;0;0;0.02747;-0.97260;
1111 1111 0000 0000;16375088;0.339;34.06;55.19;3.003;40.9;232.6;189.9;0.0;50.01;0.80;0;0;0.03662;-0.97107;
1111 1111 0000 0000;16381116;0.340;34.06;55.19;3.003;40.9;232.6;189.9;0.0;50.02;0.81;0;0;0.03662;-0.97296;
1111 1111 0000 0000;16383126;0.340;34.40;55.22;3.003;40.9;232.6;189.8;0.0;50.00;0.78;0;0;0.02289;-0.97455;
1111 1111 0000 0000;16385136;0.340;34.17;55.24;3.003;41.2;232.8;189.7;0.0;50.00;0.80;0;0;0.04120;-0.97284;
1111 1111 0000 0000;16393177;0.340;34.07;55.20;3.003;41.2;232.7;189.7;0.0;50.01;0.80;0;0;0.04120;-0.97308;
1111 1111 0000 0000;16395202;0.341;34.28;55.22;3.003;41.0;232.8;189.5;0.0;50.00;0.80;0;0;0.03662;-0.97418;
1111 1111 0000 0000;16403436;0.341;34.15;55.27;3.004;41.2;232.8;188.9;0.0;50.01;0.80;0;0;0.02747;-0.97333;
1111 1111 0000 0000;16405464;0.341;34.16;55.28;3.003;41.5;233.0;188.8;0.0;50.00;0.79;0;0;0.03204;-0.97168;
1111 1111 0000 0000;16411497;0.341;34.29;55.31;3.002;41.2;233.2;188.4;0.0;50.02;0.78;0;0;0.03662;-0.97192;
1111 1111 0000 0000;16413972;0.342;34.30;55.22;3.002;41.3;232.6;188.5;0.0;50.00;0.80;0;0;0.03204;-0.97308;
1111 1111 0000 0000;16421988;0.342;33.83;55.24;3.003;41.3;232.8;188.3;0.0;50.00;0.79;0;0;0.03204;-0.97266;
1111 1111 0000 0000;16424502;0.342;34.28;55.27;3.002;41.3;232.7;188.7;0.0;50.02;0.79;0;0;0.04120;-0.97284;
1111 1111 0000 0000;16432038;0.343;34.29;55.19;3.002;41.3;232.7;188.7;0.0;50.01;0.80;0;0;0.03662;-0.96216;
1111 1111 0000 0000;16434048;0.343;34.41;55.19;3.003;41.5;232.5;188.4;0.0;50.00;0.80;0;0;0.03662;-0.97205;
1111 1111 0000 0000;16442087;0.343;34.18;55.15;3.002;41.5;232.6;188.4;0.0;50.00;0.80;0;0;0.02289;-0.97308;
1111 1111 0000 0000;16444097;0.343;34.17;55.19;3.003;41.5;232.6;188.1;0.0;50.01;0.80;0;0;0.04120;-0.96594;"Walid is great";
1111 1111 0000 0000;16452147;0.344;34.17;55.24;3.002;41.6;232.6;188.3;0.0;49.99;0.80;0;0;0.01831;-0.97229;
1111 1111 0000 0000;16454158;0.344;33.96;55.21;3.002;41.5;232.6;188.3;0.0;49.99;0.80;0;0;0.01831;-0.97516;"Walid is great";
1111 1111 0000 0000;16462198;0.344;34.06;55.17;3.004;41.6;232.4;187.9;0.0;50.00;0.79;0;0;0.04120;-0.97089;
1111 1111 0000 0000;16464218;0.344;34.16;55.16;3.003;41.6;232.5;187.8;0.0;50.00;0.79;0;0;0.04120;-0.97296;
1111 1111 0000 0000;16473307;0.345;33.96;55.20;3.002;41.6;232.7;187.6;0.0;50.00;0.78;0;0;0.02747;-0.97400;
1111 1111 0000 0000;16475574;0.345;34.29;55.23;3.003;41.5;232.7;187.8;0.0;50.01;0.78;0;0;0.03204;-0.97290;
1111 1111 0000 0000;16481607;0.345;34.08;55.23;3.003;41.9;232.7;187.9;0.0;49.99;0.80;0;0;0.02747;-0.97498;
1111 1111 0000 0000;16483644;0.345;34.30;55.24;3.002;41.7;232.9;188.1;0.0;50.00;0.81;0;0;0.03662;-0.96582;
1111 1111 0000 0000;16485647;0.346;34.28;55.20;3.003;41.6;232.6;187.7;0.0;50.00;0.78;0;0;0.03662;-0.97266;
1111 1111 0000 0000;16491677;0.346;34.18;55.17;3.001;41.9;232.6;188.1;0.0;50.01;0.79;0;0;0.04578;-0.97058;
1111 1111 0000 0000;16493687;0.346;34.08;55.18;3.002;41.6;232.6;188.1;0.0;49.99;0.81;0;0;0.04120;-0.97314;"Walid is great";
