"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1110 0000 0000;639079;0.003;34.20;55.28;3.001;11.3;233.9;19.9;0.0;50.04;0.17;0;0;-0.00003;-0.97162;
1111 1110 0000 0000;639779;0.003;34.44;55.28;3.001;11.0;233.8;19.9;0.0;50.03;0.16;0;0;-0.00006;-0.97754;
1111 1110 0000 0000;641840;0.003;34.87;55.26;3.001;11.1;234.0;21.1;0.0;50.03;0.17;0;0;-0.00006;-0.97699;
1111 1110 0000 0000;644408;0.003;35.33;55.28;3.002;11.0;234.1;21.7;0.0;50.04;0.16;0;0;-0.00003;-0.96533;
1111 1110 0000 0000;646398;0.003;34.97;55.24;3.001;10.8;234.1;21.7;0.0;50.04;0.16;0;0;-0.00003;-0.95422;
1111 1110 0000 0000;648370;0.003;34.88;55.27;3.001;11.0;234.0;21.7;0.0;50.05;0.18;0;0;-0.00009;-0.95215;
1111 1111 0000 0000;1700936;0.014;33.56;55.45;3.002;15.4;234.5;48.1;0.0;49.99;0.20;0;0;-0.00003;-0.96863;
1111 1111 0000 0000;1702936;0.014;33.70;55.44;3.001;15.2;234.6;48.1;0.0;50.00;0.20;0;0;-0.00003;-0.96851;
1111 1100 0000 0000;7230;0.000;41.49;55.95;3.001;11.9;237.4;0.0;0.0;49.97;0.55;0;0;0.00003;-0.96765;
1111 1100 0000 0000;7985;0.000;41.49;55.95;3.001;11.7;237.5;0.0;0.0;49.97;0.55;0;0;0.00003;-0.96765;
1111 1100 0000 0000;9296;0.000;41.48;55.95;3.001;11.7;237.4;0.0;0.0;49.97;0.55;0;0;0.00000;-0.96777;
1111 1100 0000 0000;10092;0.000;41.47;55.95;3.001;11.9;237.4;0.0;0.0;49.96;0.55;0;0;0.00000;-0.96771;
1111 1100 0000 0000;10869;0.000;41.47;55.94;3.001;11.7;237.3;0.0;0.0;49.97;0.55;0;0;0.00000;-0.96783;
