"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
0111 1000 0000 0000;225;0.000;40.50;0.57;2.975;19.0;0.7;0.0;0.0;0.00;0.00;0;0;-0.00024;131.92749;
0111 1000 0000 0000;2232;0.000;40.73;1.13;2.975;19.0;0.7;0.0;0.0;0.00;0.00;0;0;-0.00012;-0.96240;
0111 1100 0000 0000;4765;0.000;40.73;1.14;2.975;19.0;0.7;0.0;0.0;0.00;0.00;0;0;-0.00027;-0.96234;
0111 1100 0000 0000;6742;0.000;40.72;1.14;2.975;19.0;0.8;0.0;0.0;0.00;0.00;0;0;-0.00027;-0.96240;
0111 1100 0000 0000;10767;0.000;40.72;1.13;2.975;19.2;0.7;0.0;0.0;0.00;0.00;0;0;-0.00027;-0.96234;
0111 1100 0000 0000;12772;0.000;40.72;1.13;2.975;19.2;0.7;0.0;0.0;0.00;0.00;0;0;-0.00012;-0.96240;
0111 1100 0000 0000;14782;0.000;40.71;1.14;2.975;19.2;0.7;0.0;0.0;0.00;0.00;0;0;-0.00024;-0.96228;
1111 1100 0000 0000;6112;0.000;40.88;54.47;2.976;18.6;232.1;0.0;0.0;49.96;0.00;0;0;-0.00003;-0.96252;
1111 1110 0000 0000;8125;0.000;40.82;54.50;2.976;18.7;232.0;0.0;0.0;49.97;0.00;0;0;-0.00003;-0.86371;
1111 1110 0000 0000;10472;0.000;40.83;54.49;2.976;18.6;232.0;0.0;0.0;49.97;0.03;0;0;-0.00003;-0.86359;
1111 1110 0000 0000;12486;0.000;40.21;54.50;2.977;19.0;232.1;1.8;0.0;49.97;0.06;0;0;-0.00003;148.77319;
1111 1110 0000 0000;16506;0.000;40.90;54.55;2.976;19.0;232.2;6.3;0.0;49.96;0.12;0;0;0.00000;-0.97681;
1111 1110 0000 0000;18518;0.000;40.23;54.52;2.977;19.0;232.0;16.9;0.0;49.96;0.22;0;0;-0.00003;-0.86761;
1111 1110 0000 0000;20526;0.000;40.08;54.56;2.977;19.0;232.1;20.3;0.0;49.96;0.26;0;0;-0.00003;-0.86829;
1111 1110 0000 0000;22538;0.000;39.89;54.58;2.976;19.2;232.3;23.7;0.0;49.98;0.31;0;0;-0.00006;-0.86902;
1111 1110 0000 0000;26646;0.000;39.57;54.59;2.976;19.0;232.4;30.7;0.0;49.96;0.40;0;0;-0.00003;-0.87201;
1111 1110 0000 0000;28657;0.000;39.45;54.59;2.977;19.8;232.4;34.3;0.0;49.97;0.42;0;0;-0.00003;-0.93201;
1111 1110 0000 0000;30668;0.000;39.45;54.63;2.977;20.2;232.6;35.8;0.0;49.96;0.43;0;0;-0.00006;-0.97803;"Walid is great";
1111 1110 0000 0000;32676;0.000;39.16;54.59;2.977;20.4;232.4;36.5;0.0;49.98;0.46;0;0;-0.00003;-0.94965;
1111 1110 0000 0000;36696;0.000;39.17;54.60;2.976;20.9;232.2;39.2;0.0;49.96;0.48;0;0;-0.00003;-0.97626;
