"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1101 1000 0000 0000;172;0.000;9.99;22.08;2.987;-0.3;235.2;0.0;0.0;49.98;0.00;0;0;-0.00006;16.81824;
1001 1000 0000 0000;56;0.000;10.62;6.91;2.987;-0.6;227.8;0.0;0.0;46.83;0.00;0;0;-0.00006;18.09998;
0000 0000 0000 0000;8;0.000;0.00;0.00;0.000;-0.4;0.0;0.0;0.0;0.00;0.00;0;0;-0.00015;0.00000;
1001 1000 0000 0000;152;0.000;10.10;19.48;2.987;-0.4;229.1;0.0;0.0;49.13;0.00;0;0;-0.00006;17.06543;
1001 1000 0000 0000;100;0.000;10.41;14.82;2.987;-0.3;238.5;0.0;0.0;51.04;0.00;0;0;-0.00003;17.66968;
1011 1000 0000 0000;216;0.000;9.80;27.80;2.987;-0.4;231.2;0.0;0.0;50.28;0.00;0;0;-0.00006;16.45203;
0001 1000 0000 0000;18;0.000;0.00;2.68;2.964;-0.4;0.0;0.0;0.0;0.00;0.00;0;0;-0.00015;0.00000;
1001 1000 0000 0000;113;0.000;10.34;15.03;2.987;-0.4;231.8;0.0;0.0;51.33;0.00;0;0;-0.00009;17.52319;"Walid is great";
1001 1000 0000 0000;73;0.000;10.52;9.21;2.987;-0.4;239.6;0.0;0.0;50.23;0.00;0;0;-0.00006;17.89856;
0001 1000 0000 0000;14;0.000;0.00;0.00;0.000;-0.4;0.0;0.0;0.0;0.00;0.00;0;0;-0.00015;0.00000;
1001 1000 0000 0000;220;0.000;9.79;27.52;2.987;-0.4;232.0;0.0;0.0;50.80;0.00;0;0;-0.00003;16.41541;
0001 1000 0000 0000;23;0.000;10.73;4.20;2.964;-0.4;232.5;0.0;0.0;55.00;0.00;0;0;-0.00006;18.31055;"Walid is great";
1001 1000 0000 0000;79;0.000;10.52;12.89;2.988;-0.4;229.7;0.0;0.0;46.40;0.00;0;0;-0.00006;17.91687;
1101 1000 0000 0000;206;0.000;9.79;26.54;2.987;-0.4;234.1;0.0;0.0;50.44;0.00;0;0;-0.00009;16.40625;
1001 1000 0000 0000;47;0.000;10.64;8.00;2.988;-0.4;222.8;0.0;0.0;54.67;0.00;0;0;-0.00009;18.13660;
1001 1000 0000 0000;93;0.000;10.42;12.63;2.987;-0.4;239.5;0.0;0.0;50.47;0.00;0;0;-0.00009;17.67883;
1101 1000 0000 0000;133;0.000;10.24;17.63;2.987;-0.3;228.4;0.0;0.0;47.07;0.00;0;0;-0.00003;17.32178;
1001 1000 0000 0000;33;0.000;10.73;2.53;2.964;-0.4;242.6;0.0;0.0;51.52;0.00;0;0;-0.00003;18.30139;
1111 1000 0000 0000;226;0.000;9.70;27.96;2.987;-0.4;232.0;0.0;0.0;49.49;0.00;0;0;-0.00009;16.23230;
0001 1000 0000 0000;23;0.000;10.73;3.11;2.964;-0.3;224.2;0.0;0.0;48.73;0.00;0;0;-0.00003;18.31055;
1001 1000 0000 0000;119;0.000;10.34;17.74;2.987;-0.4;228.1;0.0;0.0;50.81;0.00;0;0;-0.00012;17.54150;
1101 1000 0000 0000;89;0.000;10.44;12.69;2.987;-0.4;232.8;0.0;0.0;51.53;0.00;0;0;-0.00009;17.72461;
0001 1000 0000 0000;29;0.000;10.73;4.13;2.964;-0.3;233.3;0.0;0.0;45.66;0.00;0;0;-0.00009;18.31970;
1001 1000 0000 0000;81;0.000;10.46;14.50;2.987;-0.4;220.5;0.0;0.0;53.26;0.00;0;0;-0.00006;17.78870;
1101 1000 0000 0000;34;0.000;10.73;3.82;2.964;-0.4;225.7;0.0;0.0;47.51;0.00;0;0;-0.00006;18.32886;"Walid is great";
1001 1000 0000 0000;101;0.000;10.35;15.16;2.987;-0.3;229.5;0.0;0.0;51.11;0.00;0;0;-0.00006;17.55066;
0001 1000 0000 0000;20;0.000;10.73;3.96;2.964;-0.3;227.5;0.0;0.0;46.69;0.00;0;0;-0.00009;18.31970;
1001 1000 0000 0000;36;0.000;10.73;6.75;2.987;-0.4;223.3;0.0;0.0;52.81;0.00;0;0;-0.00006;18.32886;
1101 1000 0000 0000;103;0.000;10.36;16.12;2.987;-0.4;238.2;0.0;0.0;49.04;0.00;0;0;-0.00006;17.57812;
1001 1000 0000 0000;241;0.000;9.64;29.97;2.987;-0.4;230.8;0.0;0.0;49.92;0.00;0;0;-0.00006;16.11328;
1111 1111 0000 0000;903372;0.000;12.68;54.84;2.988;0.4;231.9;0.0;0.0;50.01;0.00;0;0;-0.00003;145.32166;
1111 1111 0000 0000;1081316;0.000;12.47;54.83;2.988;0.7;231.9;0.0;0.0;50.00;0.00;0;0;-0.00009;135.23254;
1111 1111 0000 0000;1083393;0.000;12.48;54.83;2.988;0.7;231.9;0.0;0.0;50.00;0.00;0;0;-0.00003;135.14099;
1111 1111 0000 0000;1087573;0.000;12.48;54.85;2.988;0.7;231.9;0.0;0.0;50.01;0.00;0;0;-0.00006;134.95789;
