"Status";"OnTime";"E";"Vdc";"Vbias";"Vref";"Tasic";"Vrms";"P";"Q";"Fgrid";"Ilin";"Trecl";"Tramp";"Spare1";"Spare2"
1111 1111 0000 0000;935302;0.000;11.59;54.37;2.990;15.1;232.7;0.0;0.0;50.00;0.00;0;0;-0.00009;94.14368;
1111 1111 0000 0000;936608;0.000;11.59;54.36;2.990;14.9;232.5;0.0;0.0;49.99;0.00;0;0;-0.00006;93.98804;
1111 1111 0000 0000;938618;0.000;11.59;54.37;2.990;15.1;232.7;0.0;0.0;50.00;0.00;0;0;-0.00006;93.81409;
1111 1111 0000 0000;942148;0.000;11.59;54.40;2.990;15.1;232.5;0.0;0.0;50.00;0.00;0;0;-0.00006;93.53027;
1111 1111 0000 0000;943598;0.000;11.59;54.38;2.990;15.1;232.6;0.0;0.0;50.00;0.00;0;0;-0.00006;93.37463;
1111 1111 0000 0000;945958;0.000;11.59;54.38;2.990;15.1;232.6;0.0;0.0;50.00;0.00;0;0;-0.00009;93.16406;
1111 1111 0000 0000;948658;0.000;11.59;54.38;2.990;15.1;232.5;0.0;0.0;49.99;0.00;0;0;-0.00009;92.88025;
1111 1111 0000 0000;950649;0.000;11.59;54.36;2.990;15.2;232.5;0.0;0.0;50.00;0.00;0;0;-0.00006;92.65137;
1111 1111 0000 0000;953029;0.000;11.59;54.37;2.990;15.1;232.5;0.0;0.0;50.00;0.00;0;0;-0.00009;92.44080;
1111 1111 0000 0000;955108;0.000;11.59;54.34;2.990;15.1;232.4;0.0;0.0;50.00;0.00;0;0;-0.00006;92.17529;
1111 1111 0000 0000;957088;0.000;11.58;54.32;2.990;15.1;232.3;0.0;0.0;49.99;0.00;0;0;-0.00006;91.96472;
1111 1111 0000 0000;8067788;0.019;35.11;54.45;2.990;21.7;234.0;70.9;0.0;50.03;0.23;0;0;0.00000;-0.97571;
